id_match,home_team_id,away_team_id,home_result,away_result,result,date,round,city,edition
1338,28,220,4,0,28,,Preliminary round,Lagos,1981
1339,31,14,0,1,14,,Preliminary round,Lagos,1981
1340,31,75,3,0,31,,Preliminary round,Belfast,1981
1341,35,56,0,1,56,,Preliminary round,Belfast,1981
1342,35,135,2,0,35,,Preliminary round,Belfast,1981
1343,36,67,2,1,36,,Preliminary round,Oslo,1981
1344,36,91,0,1,91,,Preliminary round,Asuncion,1981
1345,41,65,1,1,draw,,Preliminary round,Asuncion,1981
1346,41,155,5,0,41,,Preliminary round,Cali,1981
1347,42,109,2,0,42,,Preliminary round,Lima,1981
1348,42,142,4,0,42,,Preliminary round,Lima,1981
1349,42,173,4,1,42,,Preliminary round,Chorzow,1981
1350,43,156,1,1,draw,,Preliminary round,Chorzow,1981
1351,43,217,4,0,43,,Preliminary round,Faro,1981
1352,50,36,2,0,50,,Preliminary round,Doha,1981
1353,50,67,0,2,67,,Preliminary round,Doha,1981
1354,52,140,1,0,52,,Preliminary round,Bucuresti,1981
1355,54,95,4,6,95,,Preliminary round,Bucuresti,1981
1356,54,211,0,3,211,,Preliminary round,Riyadh,1981
1357,54,222,3,1,54,,Preliminary round,Glasgow,1981
1358,56,35,1,1,draw,,Preliminary round,Dublin,1981
1359,57,103,2,2,draw,,Preliminary round,Singapore,1981
1360,57,225,1,0,57,,Preliminary round,Singapore,1981
1361,65,41,2,0,65,,Preliminary round,Singapore,1981
1362,65,155,0,0,draw,,Preliminary round,Seoul,1981
1363,66,135,5,2,66,,Preliminary round,Seoul,1981
1364,67,91,0,0,draw,,Preliminary round,Pusan,1981
1365,68,94,3,1,68,,Preliminary round,Seoul,1981
1366,68,163,1,0,68,,Preliminary round,Seoul,1981
1367,74,13,2,1,74,,Preliminary round,Stockholm,1981
1368,74,97,1,0,74,,Preliminary round,Bern,1981
1369,74,142,0,1,142,,Preliminary round,Damascus,1981
1370,74,198,1,2,198,,Preliminary round,Ba,1981
1371,75,2,0,6,2,,Preliminary round,Auckland,1981
1372,75,81,3,2,75,,Preliminary round,Singapore,1981
1373,76,21,0,2,21,,Preliminary round,Lome,1981
1374,76,52,2,0,76,,Preliminary round,Tunis,1981
1375,76,140,4,1,76,,Preliminary round,Tunis,1981
1376,77,127,3,1,77,,Preliminary round,Tunis,1981
1377,77,158,1,1,draw,,Preliminary round,Tunis,1981
1378,81,2,1,0,81,,Preliminary round,Seoul,1981
1379,81,14,2,0,81,,Preliminary round,Moskva,1981
1380,81,31,2,0,81,,Preliminary round,Tbilisi,1981
1381,81,75,2,0,81,,Preliminary round,Madrid,1981
1382,83,57,0,0,draw,,Preliminary round,Tunis,1981
1383,83,119,0,1,119,,Preliminary round,Izmir,1981
1384,83,225,1,2,225,,Preliminary round,Izmir,1981
1385,88,145,1,0,88,,Preliminary round,Kampala,1981
1386,91,50,2,2,draw,,Preliminary round,Montevideo,1981
1387,91,130,2,0,91,,Preliminary round,Montevideo,1981
1388,92,36,1,3,36,,Preliminary round,Caracas,1981
1389,92,50,1,1,draw,,Preliminary round,Caracas,1981
1390,92,67,3,0,92,,Preliminary round,Wrexham,1981
1391,92,91,0,2,91,,Preliminary round,Liverpool,1981
1392,92,130,0,2,130,,Preliminary round,Zagreb,1981
1393,94,68,0,1,68,,Preliminary round,Beograd,1981
1394,94,149,0,0,draw,,Preliminary round,Lusaka,1981
1395,94,163,4,2,94,,Preliminary round,Ndola,1981
1396,142,109,0,1,109,,Preliminary round,Tirane,1981
1397,142,173,2,0,142,,Preliminary round,Tirane,1981
1398,142,198,3,1,142,,Preliminary round,Oran,1981
1399,144,3,2,0,144,,Preliminary round,Constantine,1981
1400,145,3,5,0,145,,Preliminary round,Wien,1981
1401,145,88,1,0,145,,Preliminary round,Bruxelles,1981
1402,146,42,2,1,146,,Preliminary round,Sofija,1981
1403,148,102,1,3,102,,Preliminary round,Sofija,1981
1404,148,159,3,0,148,,Preliminary round,Yaounde,1981
1405,148,174,2,0,148,,Preliminary round,Douala,1981
1406,149,68,1,1,draw,,Preliminary round,Toronto,1981
1407,149,94,2,1,149,,Preliminary round,Vancouver,1981
1408,149,195,1,0,149,,Preliminary round,Hong Kong,1981
1409,155,41,3,0,155,,Preliminary round,Hong Kong,1981
1410,155,65,0,0,draw,,Preliminary round,San_Jose,1981
1411,156,43,0,3,43,,Preliminary round,San_Jose,1981
1412,156,217,2,3,217,,Preliminary round,San_Jose,1981
1413,158,77,2,0,158,,Preliminary round,San_Jose,1981
1414,158,127,1,0,158,,Preliminary round,La_Habana,1981
1415,159,174,3,0,159,,Preliminary round,La_Habana,1981
1416,159,194,0,2,194,,Preliminary round,Levkosia,1981
1417,161,17,0,7,17,,Preliminary round,Lemesos,1981
1418,161,99,2,3,99,,Preliminary round,Levkosia,1981
1419,161,173,2,0,161,,Preliminary round,Praha,1981
1420,161,196,0,1,196,,Preliminary round,København,1981
1421,163,94,4,0,163,,Preliminary round,København,1981
1422,163,149,1,1,draw,,Preliminary round,Willemstad,1981
1423,163,195,0,0,draw,,Preliminary round,Willemstad,1981
1424,173,42,2,0,173,,Preliminary round,San_Salvador,1981
1425,173,109,1,0,173,,Preliminary round,San_Salvador,1981
1426,173,142,2,1,173,,Preliminary round,San_Salvador,1981
1427,174,102,4,1,174,,Preliminary round,San_Salvador,1981
1428,174,148,4,0,174,,Preliminary round,London,1981
1429,174,194,2,1,174,,Preliminary round,London,1981
1430,186,124,0,0,draw,,Preliminary round,Addis Ababa,1981
1431,186,201,0,2,201,,Preliminary round,Helsinki,1981
1432,194,148,0,2,148,,Preliminary round,Athina,1981
1433,194,159,2,3,159,,Preliminary round,St._Georges,1981
1434,195,68,0,0,draw,,Preliminary round,Guatemala,1981
1435,195,94,0,0,draw,,Preliminary round,Guatemala,1981
1436,195,163,0,1,163,,Preliminary round,Guatemala,1981
1437,196,17,5,0,196,,Preliminary round,Guatemala,1981
1438,196,173,3,1,196,,Preliminary round,Conakry,1981
1439,198,13,1,0,198,,Preliminary round,Conakry,1981
1440,198,74,0,3,74,,Preliminary round,Linden,1981
1441,198,97,5,2,198,,Preliminary round,Georgetown,1981
1442,198,142,0,1,142,,Preliminary round,Georgetown,1981
1443,206,54,1,0,206,,Preliminary round,Port-au-Prince,1981
1444,206,211,2,0,206,,Preliminary round,Port-au-Prince,1981
1445,206,222,1,1,draw,,Preliminary round,Tegucigalpa,1981
1446,211,54,0,2,54,,Preliminary round,Helsinki,1981
1447,211,206,2,0,211,,Preliminary round,Paris,1981
1448,211,222,0,0,draw,,Preliminary round,Banjul,1981
1449,217,43,2,0,217,,Preliminary round,Tegucigalpa,1981
1450,217,156,0,0,draw,,Preliminary round,Tegucigalpa,1981
1451,220,25,5,0,220,,Preliminary round,Tegucigalpa,1981
1452,220,28,0,1,28,,Preliminary round,Hong Kong,1981
1453,222,95,0,0,draw,,Preliminary round,Hong Kong,1981
1454,222,211,2,2,draw,,Preliminary round,Hong Kong,1981
1455,225,83,1,1,draw,,Preliminary round,Hong Kong,1981
1456,225,103,1,2,103,,Preliminary round,Reykjavik,1981
1457,225,119,0,4,119,,Preliminary round,Reykjavik,1981
1458,94,195,3,2,94,,Semi-finals,Cordoba,1981
1459,95,54,0,0,draw,,Semi-finals,Buenos Aires,1981
1460,97,13,2,2,draw,,Semi-finals,Cordoba,1981
1461,10,21,0,1,21,1982-06-13,Group,Barcelona,1982
1462,28,211,2,1,28,1982-06-14,Group,Sevilla,1982
1463,103,158,0,0,draw,1982-06-14,Group,Vigo,1982
1464,94,67,10,1,94,1982-06-15,Group,Elche,1982
1465,156,35,0,0,draw,1982-06-15,Group,La_Coruna,1982
1466,174,142,5,2,174,1982-06-15,Group,Malaga,1982
1467,68,76,3,1,68,1982-06-16,Group,Bilbao,1982
1468,189,92,1,1,draw,1982-06-16,Group,Valencia,1982
1469,41,14,0,1,14,1982-06-17,Group,Oviedo,1982
1470,54,109,1,1,draw,1982-06-17,Group,Valladolid,1982
1471,225,148,0,0,draw,1982-06-17,Group,Zaragoza,1982
1472,10,94,4,1,10,1982-06-18,Group,Alicante,1982
1473,28,174,4,1,28,1982-06-18,Group,Sevilla,1982
1474,103,156,1,1,draw,1982-06-18,Group,Vigo,1982
1475,21,67,1,0,21,1982-06-19,Group,Elche,1982
1476,158,35,0,0,draw,1982-06-19,Group,La_Coruna,1982
1477,211,142,3,0,211,1982-06-19,Group,Malaga,1982
1478,68,54,2,0,68,1982-06-20,Group,Bilbao,1982
1479,189,225,2,1,189,1982-06-20,Group,Valencia,1982
1480,3,14,0,2,14,1982-06-21,Group,Oviedo,1982
1481,76,109,4,1,76,1982-06-21,Group,Valladolid,1982
1482,92,148,1,1,draw,1982-06-21,Group,Zaragoza,1982
1483,21,94,1,1,draw,1982-06-22,Group,Elche,1982
1484,158,156,5,1,158,1982-06-22,Group,La_Coruna,1982
1485,211,174,2,2,draw,1982-06-22,Group,Malaga,1982
1486,10,67,2,0,10,1982-06-23,Group,Alicante,1982
1487,28,142,4,0,28,1982-06-23,Group,Sevilla,1982
1488,103,35,1,1,draw,1982-06-23,Group,Vigo,1982
1489,3,41,3,2,3,1982-06-24,Group,Oviedo,1982
1490,76,54,1,1,draw,1982-06-24,Group,Valladolid,1982
1491,92,225,0,1,225,1982-06-24,Group,Zaragoza,1982
1492,68,109,1,0,68,1982-06-25,Group,Bilbao,1982
1493,148,189,1,0,148,1982-06-25,Group,Valencia,1982
1494,14,76,0,1,76,1982-06-28,Quarter-finals,Madrid,1982
1495,158,21,3,0,158,1982-06-28,Quarter-finals,Barcelona,1982
1496,103,10,2,1,103,1982-06-29,Quarter-finals,Barcelona,1982
1497,14,148,2,2,draw,1982-07-01,Quarter-finals,Madrid,1982
1498,21,211,0,1,211,1982-07-01,Quarter-finals,Barcelona,1982
1499,10,28,1,3,28,1982-07-02,Quarter-finals,Barcelona,1982
1500,76,148,4,1,76,1982-07-04,Quarter-finals,Madrid,1982
1501,158,211,0,0,draw,1982-07-04,Quarter-finals,Barcelona,1982
1502,103,28,3,2,103,1982-07-05,Quarter-finals,Barcelona,1982
1503,189,68,0,0,draw,1982-07-05,Quarter-finals,Madrid,1982
1504,158,103,0,2,103,1982-07-08,Semi-finals,Barcelona,1982
1505,158,76,3,2,158,1982-07-10,Match for third place,Alicante,1982
1506,42,142,6,0,42,,Preliminary round,Dublin,1982
1507,81,3,2,1,81,,Preliminary round,Dublin,1982
1508,81,14,0,0,draw,,Preliminary round,Tel Aviv,1982
1509,81,41,0,0,draw,,Preliminary round,Tel Aviv,1982
1510,81,68,2,0,81,,Preliminary round,Roma,1982
1511,81,76,2,0,81,,Preliminary round,Torino,1982
1512,81,189,3,0,81,,Preliminary round,Hong Kong,1982
1513,103,81,3,1,103,,Preliminary round,Nairobi,1982
1514,2,21,1,1,draw,,Preliminary round,Maseru,1984
1515,6,175,0,0,draw,,Preliminary round,Monrovia,1984
1516,9,91,2,1,9,,Preliminary round,Tripoli,1984
1517,14,140,0,2,140,,Preliminary round,Luxembourg,1984
1518,21,2,0,5,2,,Preliminary round,Luxembourg,1984
1519,23,205,1,1,draw,,Preliminary round,Antananarivo,1984
1520,31,119,1,1,draw,,Preliminary round,Blantyre,1984
1521,48,79,0,1,79,,Preliminary round,Hong Kong,1984
1522,52,14,0,2,14,,Preliminary round,Valletta,1984
1523,52,94,1,1,draw,,Preliminary round,Mexico D.F,1984
1524,52,140,5,1,52,,Preliminary round,Mexico D.F,1984
1525,54,127,0,0,draw,,Preliminary round,Casablanca,1984
1526,57,100,2,0,57,,Preliminary round,Fez,1984
1527,57,149,1,2,149,,Preliminary round,Maputo,1984
1528,61,215,0,0,draw,,Preliminary round,Niamey,1984
1529,66,227,0,1,227,,Preliminary round,Niamey,1984
1530,67,160,1,1,draw,,Preliminary round,Lagos,1984
1531,68,75,2,0,68,,Preliminary round,Lagos,1984
1532,72,108,1,0,72,,Preliminary round,Hong Kong,1984
1533,75,148,3,0,75,,Preliminary round,Belfast,1984
1534,76,31,1,1,draw,,Preliminary round,Oslo,1984
1535,76,77,1,1,draw,,Preliminary round,Panama,1984
1536,77,225,1,3,225,,Preliminary round,Panama,1984
1537,79,48,0,2,48,,Preliminary round,Panama,1984
1538,81,194,3,0,81,,Preliminary round,Hong Kong,1984
1539,83,21,0,2,21,,Preliminary round,Panama,1984
1540,90,192,3,0,90,,Preliminary round,Lisboa,1984
1541,91,9,1,0,91,,Preliminary round,Lisboa,1984
1542,92,153,2,1,92,,Preliminary round,Bucuresti,1984
1543,94,14,0,0,draw,,Preliminary round,Glasgow,1984
1544,95,222,0,1,222,,Preliminary round,Dakar,1984
1545,100,211,2,2,draw,,Preliminary round,Freetown,1984
1546,108,72,0,1,72,,Preliminary round,Hong Kong,1984
1547,115,145,1,1,draw,,Preliminary round,Mogadisho,1984
1548,119,76,5,0,119,,Preliminary round,Moskva,1984
1549,119,77,1,1,draw,,Preliminary round,Khartoum,1984
1550,123,129,0,0,draw,,Preliminary round,Paramaribo,1984
1551,127,81,4,0,127,,Preliminary round,Paramaribo,1984
1552,129,123,1,1,draw,,Preliminary round,Stockholm,1984
1553,135,179,0,1,179,,Preliminary round,Stockholm,1984
1554,140,94,1,2,94,,Preliminary round,Bern,1984
1555,145,115,5,0,145,,Preliminary round,Dar es Salaam,1984
1556,148,75,0,2,75,,Preliminary round,Dar es Salaam,1984
1557,148,163,1,2,163,,Preliminary round,Lome,1984
1558,149,100,0,0,draw,,Preliminary round,Port_of_Spain,1984
1559,149,195,2,0,149,,Preliminary round,Tunis,1984
1560,149,211,1,0,149,,Preliminary round,San_Fernando,1984
1561,153,92,1,3,92,,Preliminary round,Izmir,1984
1562,158,2,0,0,draw,,Preliminary round,Fort Lauderdale,1984
1563,158,83,2,1,158,,Preliminary round,Fort Lauderdale,1984
1564,159,54,1,0,159,,Preliminary round,Cardiff,1984
1565,159,194,4,0,159,,Preliminary round,Cardiff,1984
1566,160,67,2,1,160,,Preliminary round,Ljubljana,1984
1567,174,95,3,2,174,,Preliminary round,Kinshasa,1984
1568,174,189,5,2,174,,Preliminary round,Kinshasa,1984
1569,175,6,4,0,175,,Preliminary round,Ndola,1984
1570,179,135,2,0,179,,Preliminary round,Lusaka,1984
1571,189,222,1,0,189,,Preliminary round,Harare,1984
1572,191,200,0,2,200,,Preliminary round,Tirane,1984
1573,192,90,0,2,90,,Preliminary round,Tirane,1984
1574,194,127,4,0,194,,Preliminary round,Constantine,1984
1575,194,159,2,1,194,,Preliminary round,Constantine,1984
1576,195,57,10,0,195,,Preliminary round,Melbourne,1984
1577,200,191,2,0,200,,Preliminary round,Melbourne,1984
1578,205,23,0,2,23,,Preliminary round,Sydney,1984
1579,206,68,3,2,206,,Preliminary round,Adelaide,1984
1580,206,75,2,0,206,,Preliminary round,Wien,1984
1581,212,226,5,1,212,,Preliminary round,Linz,1984
1582,215,61,1,3,61,,Preliminary round,Wien,1984
1583,222,95,0,1,95,,Preliminary round,Riyadh,1984
1584,225,31,3,2,225,,Preliminary round,Bruxelles,1984
1585,226,212,2,0,226,,Preliminary round,Bruxelles,1984
1586,227,66,1,0,227,,Preliminary round,Bruxelles,1984
1587,156,41,3,1,156,,Final,Madrid,1985
1588,149,57,1,2,57,,Group,Gijon,1985
1589,155,25,1,0,155,,Group,Gijon,1985
1590,155,28,4,1,155,,Group,Gijon,1985
1591,2,83,1,2,83,,Preliminary round,La_Paz,1985
1592,2,158,3,0,2,,Preliminary round,La_Paz,1985
1593,3,6,3,1,3,,Preliminary round,Rio de Janeiro,1985
1594,3,205,5,0,3,,Preliminary round,Goiania,1985
1595,3,226,0,0,draw,,Preliminary round,Sofija,1985
1596,6,3,4,0,6,,Preliminary round,Sofija,1985
1597,10,43,2,1,10,,Preliminary round,Yaounde,1985
1598,10,156,6,1,10,,Preliminary round,Yaounde,1985
1599,10,220,1,0,10,,Preliminary round,Tegucigalpa,1985
1600,13,102,1,1,draw,,Preliminary round,Tegucigalpa,1985
1601,13,142,2,0,13,,Preliminary round,Santiago,1985
1602,13,174,3,0,13,,Preliminary round,Santiago,1985
1603,13,198,3,0,13,,Preliminary round,Beijing,1985
1604,14,52,0,0,draw,,Preliminary round,Beijing,1985
1605,14,94,2,0,14,,Preliminary round,Kuala Lumpur,1985
1606,17,188,1,1,draw,,Preliminary round,Bogota,1985
1607,17,196,1,1,draw,,Preliminary round,Bogota,1985
1608,18,96,2,2,draw,,Preliminary round,Tegucigalpa,1985
1609,18,97,0,0,draw,,Preliminary round,Tegucigalpa,1985
1610,18,201,0,1,201,,Preliminary round,Levkosia,1985
1611,21,83,6,1,21,,Preliminary round,Bratislava,1985
1612,21,140,1,1,draw,,Preliminary round,Bratislava,1985
1613,21,158,2,0,21,,Preliminary round,Praha,1985
1614,25,28,3,1,25,,Preliminary round,København,1985
1615,25,155,1,2,155,,Preliminary round,København,1985
1616,28,25,0,0,draw,,Preliminary round,Guayaquil,1985
1617,28,155,1,0,28,,Preliminary round,Guayaquil,1985
1618,30,42,0,0,draw,,Preliminary round,Cairo,1985
1619,30,93,1,0,30,,Preliminary round,Tegucigalpa,1985
1620,30,120,1,0,30,,Preliminary round,London,1985
1621,31,76,0,0,draw,,Preliminary round,London,1985
1622,31,77,8,0,31,,Preliminary round,Dortmund,1985
1623,31,225,2,0,31,,Preliminary round,Hamburg,1985
1624,35,226,4,0,35,,Preliminary round,Dusseldorf,1985
1625,36,47,7,1,36,,Preliminary round,Bochum,1985
1626,36,86,1,4,86,,Preliminary round,Suva,1985
1627,36,91,0,0,draw,,Preliminary round,Suva,1985
1628,36,92,0,4,92,,Preliminary round,Suva,1985
1629,41,65,2,1,41,,Preliminary round,Suva,1985
1630,41,155,2,1,41,,Preliminary round,Kotka,1985
1631,41,156,0,4,156,,Preliminary round,Lahti,1985
1632,41,217,3,2,41,,Preliminary round,Paris,1985
1633,42,30,4,0,42,,Preliminary round,Paris,1985
1634,42,93,2,0,42,,Preliminary round,Paris,1985
1635,42,120,5,1,42,,Preliminary round,Jena,1985
1636,43,10,2,3,10,,Preliminary round,Leipzig,1985
1637,43,155,2,3,155,,Preliminary round,Thessalonike,1985
1638,43,156,2,0,43,,Preliminary round,Thessalonike,1985
1639,43,220,1,2,220,,Preliminary round,Peiraias,1985
1640,47,36,1,1,draw,,Preliminary round,Conakry,1985
1641,47,92,0,2,92,,Preliminary round,Tegucigalpa,1985
1642,47,204,1,1,draw,,Preliminary round,Tegucigalpa,1985
1643,47,215,2,1,47,,Preliminary round,Tegucigalpa,1985
1644,48,82,1,2,82,,Preliminary round,Lisboa,1985
1645,54,81,2,0,54,,Preliminary round,Tegucigalpa,1985
1646,54,159,0,0,draw,,Preliminary round,Tegucigalpa,1985
1647,54,194,4,0,54,,Preliminary round,Tegucigalpa,1985
1648,57,195,1,3,195,,Preliminary round,Budapest,1985
1649,57,211,0,0,draw,,Preliminary round,Tegucigalpa,1985
1650,65,41,4,1,65,,Preliminary round,Budapest,1985
1651,65,217,1,0,65,,Preliminary round,Budapest,1985
1652,66,122,3,0,66,,Preliminary round,Budapest,1985
1653,66,135,1,1,draw,,Preliminary round,Reykjavik,1985
1654,67,92,2,0,67,,Preliminary round,Reykjavik,1985
1655,67,192,1,0,67,,Preliminary round,Surabaya,1985
1656,68,148,3,3,draw,,Preliminary round,Jakarta,1985
1657,68,163,0,2,163,,Preliminary round,Jakarta,1985
1658,68,206,1,0,68,,Preliminary round,Jakarta,1985
1659,75,68,3,2,75,,Preliminary round,Dublin,1985
1660,75,163,4,1,75,,Preliminary round,Tel Aviv,1985
1661,75,206,0,1,206,,Preliminary round,Tel Aviv,1985
1662,76,119,1,1,draw,,Preliminary round,Torino,1985
1663,76,225,1,0,76,,Preliminary round,Napoli,1985
1664,77,31,1,0,77,,Preliminary round,Kuwait,1985
1665,77,76,4,0,77,,Preliminary round,Kuwait,1985
1666,77,119,2,2,draw,,Preliminary round,Kuwait,1985
1667,81,54,2,0,81,,Preliminary round,Riyadh,1985
1668,81,127,0,1,127,,Preliminary round,Riyadh,1985
1669,81,159,2,1,81,,Preliminary round,Riyadh,1985
1670,82,48,2,0,82,,Preliminary round,Kuwait,1985
1671,82,116,2,0,82,,Preliminary round,Kuwait,1985
1672,83,2,6,0,83,,Preliminary round,Kuwait,1985
1673,83,158,1,2,158,,Preliminary round,Luxembourg,1985
1674,86,36,0,2,36,,Preliminary round,Luxembourg,1985
1675,86,91,2,2,draw,,Preliminary round,Kuwait,1985
1676,88,205,1,2,205,,Preliminary round,Valletta,1985
1677,91,36,1,1,draw,,Preliminary round,Tegucigalpa,1985
1678,91,86,4,0,91,,Preliminary round,Tegucigalpa,1985
1679,92,36,0,1,36,,Preliminary round,Tegucigalpa,1985
1680,92,47,0,2,47,,Preliminary round,Kenitra,1985
1681,92,67,1,0,92,,Preliminary round,Casablanca,1985
1682,92,192,3,0,92,,Preliminary round,Rotterdam,1985
1683,93,30,3,0,93,,Preliminary round,Groningen,1985
1684,93,42,1,0,93,,Preliminary round,Rotterdam,1985
1685,93,105,2,2,draw,,Preliminary round,Rotterdam,1985
1686,93,120,3,3,draw,,Preliminary round,Auckland,1985
1687,94,52,1,0,94,,Preliminary round,Auckland,1985
1688,94,140,13,0,94,,Preliminary round,Auckland,1985
1689,95,174,5,0,95,,Preliminary round,Auckland,1985
1690,95,189,1,2,189,,Preliminary round,Auckland,1985
1691,96,18,2,2,draw,,Preliminary round,Auckland,1985
1692,96,97,2,0,96,,Preliminary round,Auckland,1985
1693,96,201,1,0,96,,Preliminary round,Niamey,1985
1694,97,18,0,2,18,,Preliminary round,Lagos,1985
1695,97,96,1,0,97,,Preliminary round,Lagos,1985
1696,97,186,2,4,186,,Preliminary round,Hong Kong,1985
1697,97,201,1,0,97,,Preliminary round,Belfast,1985
1698,99,106,1,0,99,,Preliminary round,Belfast,1985
1699,99,113,0,0,draw,,Preliminary round,Belfast,1985
1700,99,113,2,1,99,,Preliminary round,Oslo,1985
1701,99,161,1,2,161,,Preliminary round,Oslo,1985
1702,99,196,1,1,draw,,Preliminary round,Oslo,1985
1703,99,214,0,1,214,,Preliminary round,Asuncion,1985
1704,100,57,3,1,100,,Preliminary round,Asuncion,1985
1705,100,149,2,0,100,,Preliminary round,Lima,1985
1706,100,195,0,0,draw,,Preliminary round,Lima,1985
1707,102,13,1,0,102,,Preliminary round,Chorzow,1985
1708,102,142,6,0,102,,Preliminary round,Wrocław,1985
1709,102,198,2,1,102,,Preliminary round,Lisboa,1985
1710,105,93,3,0,105,,Preliminary round,Riyadh,1985
1711,105,146,0,1,146,,Preliminary round,Riyadh,1985
1712,105,180,0,1,180,,Preliminary round,Riyadh,1985
1713,105,186,2,1,105,,Preliminary round,Riyadh,1985
1714,106,99,0,0,draw,,Preliminary round,Bucuresti,1985
1715,106,161,1,0,106,,Preliminary round,Bucuresti,1985
1716,108,145,1,2,145,,Preliminary round,Bucuresti,1985
1717,109,147,2,4,147,,Preliminary round,Kuala Lumpur,1985
1718,109,196,0,1,196,,Preliminary round,Riyadh,1985
1719,116,82,0,5,82,,Preliminary round,Riyadh,1985
1720,116,135,3,1,116,,Preliminary round,Glasgow,1985
1721,116,191,1,1,draw,,Preliminary round,Glasgow,1985
1722,119,31,2,0,119,,Preliminary round,Glasgow,1985
1723,119,225,2,1,119,,Preliminary round,Kuwait,1985
1724,120,30,5,1,120,,Preliminary round,Kuwait,1985
1725,120,42,2,0,120,,Preliminary round,Tbilisi,1985
1726,120,93,4,0,120,,Preliminary round,Moskva,1985
1727,122,66,3,0,122,,Preliminary round,Tbilisi,1985
1728,123,135,1,0,123,,Preliminary round,Stockholm,1985
1729,124,139,3,0,124,,Preliminary round,Stockholm,1985
1730,124,186,2,1,124,,Preliminary round,Basel,1985
1731,127,54,2,2,draw,,Preliminary round,Luzern,1985
1732,127,159,0,0,draw,,Preliminary round,Bern,1985
1733,127,194,0,1,194,,Preliminary round,Riyadh,1985
1734,135,66,0,2,66,,Preliminary round,Riyadh,1985
1735,135,116,0,0,draw,,Preliminary round,Taipei,1985
1736,135,123,0,0,draw,,Preliminary round,Taipei,1985
1737,139,124,2,0,139,,Preliminary round,Taipei,1985
1738,139,186,0,0,draw,,Preliminary round,Taipei,1985
1739,140,14,0,3,14,,Preliminary round,Istanbul,1985
1740,140,21,0,3,21,,Preliminary round,Izmir,1985
1741,140,52,0,1,52,,Preliminary round,Ankara,1985
1742,142,13,3,2,142,,Preliminary round,Montevideo,1985
1743,142,102,1,2,102,,Preliminary round,Montevideo,1985
1744,142,198,1,0,142,,Preliminary round,Caracas,1985
1745,145,108,0,1,108,,Preliminary round,Caracas,1985
1746,145,205,2,2,draw,,Preliminary round,Swansea,1985
1747,146,105,0,0,draw,,Preliminary round,Wrexham,1985
1748,146,180,5,1,146,,Preliminary round,Split,1985
1749,147,109,1,1,draw,,Preliminary round,Beograd,1985
1750,147,196,5,0,147,,Preliminary round,Novi Sad,1985
1751,148,68,1,0,148,,Preliminary round,Kinshasa,1985
1752,148,206,1,2,206,,Preliminary round,Singapore,1985
1753,201,96,2,0,201,,Preliminary round,Tirane,1985
1754,201,97,1,0,201,,Preliminary round,Luanda,1985
1755,204,47,0,4,47,,Preliminary round,Port-au-Prince,1985
1756,204,215,1,0,204,,Preliminary round,Wien,1985
1757,205,3,3,1,205,,Preliminary round,Bruxelles,1985
1758,205,88,0,2,88,,Preliminary round,Cotonou,1985
1759,205,145,4,0,205,,Preliminary round,Sofija,1985
1760,206,148,1,2,148,,Preliminary round,Levkosia,1985
1761,206,163,1,2,163,,Preliminary round,Lemesos,1985
1762,214,99,3,0,214,,Preliminary round,København,1985
1763,214,173,1,0,214,,Preliminary round,København,1985
1764,215,47,0,1,47,,Preliminary round,Levkosia,1985
1765,215,204,4,0,215,,Preliminary round,Praha,1985
1766,217,41,0,0,draw,,Preliminary round,Willemstad,1985
1767,217,65,1,0,217,,Preliminary round,Cairo,1985
1768,220,10,5,0,220,,Preliminary round,San_Salvador,1985
1769,220,43,5,0,220,,Preliminary round,London,1985
1770,220,156,3,3,draw,,Preliminary round,Addis Ababa,1985
1771,222,174,2,0,222,,Preliminary round,Koln,1985
1772,222,189,1,0,222,,Preliminary round,Pori,1985
1773,225,76,1,0,225,,Preliminary round,Paris,1985
1774,225,77,2,0,225,,Preliminary round,Paris,1985
1775,225,119,2,3,119,,Preliminary round,Leipzig,1985
1776,226,3,3,2,226,,Preliminary round,Banjul,1985
1777,226,35,0,0,draw,,Preliminary round,Athina,1985
1778,155,41,0,0,draw,,Quarter-finals,Madrid,1985
1779,156,10,2,1,156,,Quarter-finals,Madrid,1985
1780,155,43,3,3,draw,,Semi-finals,Sevilla,1985
1781,31,103,1,1,draw,1986-05-31,Group,Mexico D.F,1986
1782,36,76,0,1,76,1986-06-01,Group,Leon,1986
1783,189,28,0,1,28,1986-06-01,Group,Guadalajara,1986
1784,135,158,0,0,draw,1986-06-02,Group,Monterrey,1986
1785,211,94,6,0,211,1986-06-02,Group,Irapuato,1986
1786,3,148,1,1,draw,1986-06-03,Group,Guadalajara,1986
1787,21,130,1,2,130,1986-06-03,Group,Mexico D.F,1986
1788,159,68,1,0,159,1986-06-03,Group,Monterrey,1986
1789,155,99,1,0,155,1986-06-04,Group,Toluca,1986
1790,174,57,0,1,57,1986-06-04,Group,Nezahualcoyotl,1986
1791,76,211,1,1,draw,1986-06-05,Group,Leon,1986
1792,103,10,1,1,draw,1986-06-05,Group,Puebla,1986
1793,28,3,1,0,28,1986-06-06,Group,Guadalajara,1986
1794,68,135,0,0,draw,1986-06-06,Group,Monterrey,1986
1795,94,36,2,0,94,1986-06-06,Group,Irapuato,1986
1796,130,155,1,1,draw,1986-06-07,Group,Mexico D.F,1986
