id_match,home_team_id,away_team_id,home_result,away_result,result,date,round,city,edition
1,76,130,4,1,76,1930-07-13,Group,Montevideo,1930
2,163,156,3,1,163,1930-07-14,Group,Montevideo,1930
3,225,28,2,1,225,1930-07-14,Group,Montevideo,1930
4,10,76,1,0,10,1930-07-15,Group,Montevideo,1930
5,41,130,3,0,41,1930-07-16,Group,Montevideo,1930
6,225,25,4,0,225,1930-07-17,Group,Montevideo,1930
7,217,156,1,0,217,1930-07-18,Group,Montevideo,1930
8,10,130,6,3,10,1930-07-19,Group,Montevideo,1930
9,41,76,1,0,41,1930-07-19,Group,Montevideo,1930
10,28,25,4,0,28,1930-07-20,Group,Montevideo,1930
11,155,21,1,0,155,1930-07-20,Group,Montevideo,1930
12,217,163,4,0,217,1930-07-21,Group,Montevideo,1930
13,10,41,3,1,10,1930-07-22,Group,Montevideo,1930
14,217,225,6,1,217,1930-07-27,Semi-finals,Montevideo,1930
15,217,10,4,2,217,1930-07-30,Final,Montevideo,1930
16,215,21,3,0,215,,Group,Montevideo,1930
17,215,155,3,0,215,,Group,Montevideo,1930
18,10,215,6,1,10,,Semi-finals,Montevideo,1930
19,14,76,3,2,14,1934-05-27,Final,Torino,1934
20,54,163,2,1,54,1934-05-27,Final,Trieste,1934
21,81,21,5,2,81,1934-05-27,Final,Firenze,1934
22,94,66,4,2,94,1934-05-27,Final,Napoli,1934
23,189,28,3,1,189,1934-05-27,Final,Genova,1934
24,194,10,3,2,194,1934-05-27,Final,Bologna,1934
25,195,140,3,2,195,1934-05-27,Final,Milano,1934
26,14,94,2,1,14,1934-05-31,Quarter-finals,Bologna,1934
27,54,195,3,2,54,1934-05-31,Quarter-finals,Torino,1934
28,81,194,2,1,81,1934-05-31,Quarter-finals,Milano,1934
29,103,189,1,1,draw,1934-05-31,Quarter-finals,Firenze,1934
30,103,189,1,0,103,1934-06-01,Quarter-finals,Firenze,1934
31,54,81,3,1,54,1934-06-03,Semi-finals,Roma,1934
32,103,14,1,0,103,1934-06-03,Semi-finals,Milano,1934
33,81,14,3,2,81,1934-06-07,Match for third place,Napoli,1934
34,103,54,2,1,103,1934-06-10,Final,Roma,1934
35,103,215,0,2,215,,Preliminary round,Kaunas,1934
36,119,76,1,2,76,,Preliminary round,Warszawa,1934
37,119,81,6,2,119,,Preliminary round,Stockholm,1934
38,130,50,2,0,130,,Preliminary round,Bern,1934
39,130,50,2,2,draw,,Preliminary round,Beograd,1934
40,130,50,6,1,130,,Preliminary round,Wien,1934
41,140,101,2,4,101,,Preliminary round,Antwerpen,1934
42,152,66,1,4,66,,Preliminary round,Sofija,1934
43,159,189,7,1,159,,Preliminary round,Cairo,1934
44,163,225,1,3,225,,Preliminary round,Port-au-Prince,1934
45,189,159,1,1,draw,,Preliminary round,Port-au-Prince,1934
46,215,130,0,6,130,,Preliminary round,Port-au-Prince,1934
47,75,81,7,1,75,,Final,Roma,1937
48,14,112,4,1,14,,Preliminary round,Budapest,1937
49,31,54,4,4,draw,,Preliminary round,Dublin,1937
50,75,71,4,0,75,,Preliminary round,Milano,1937
51,81,71,1,6,71,,Preliminary round,Luxembourg,1937
52,81,194,1,9,194,,Preliminary round,Luxembourg,1937
53,101,149,3,2,101,,Preliminary round,Mexico D.F,1937
54,112,118,5,0,112,,Preliminary round,Mexico D.F,1937
55,118,112,4,1,118,,Preliminary round,Mexico D.F,1937
56,140,119,5,2,140,,Preliminary round,Amsterdam,1937
57,149,101,1,4,101,,Preliminary round,Jerusalem,1937
58,158,225,1,2,225,,Preliminary round,Lisboa,1937
59,194,71,2,1,194,,Preliminary round,Bucuresti,1937
60,194,75,9,0,194,,Preliminary round,Madrid,1937
61,195,81,1,1,draw,1938-06-04,Final,Paris,1938
62,28,158,6,5,28,1938-06-05,Final,Strasbourg,1938
63,50,163,3,3,draw,1938-06-05,Final,Toulouse,1938
64,54,140,3,0,54,1938-06-05,Final,Le_Havre,1938
65,76,21,3,1,76,1938-06-05,Final,Paris,1938
66,94,62,6,0,94,1938-06-05,Final,Reims,1938
67,103,149,2,1,103,1938-06-05,Final,Marseille,1938
68,50,163,2,1,50,1938-06-09,Final,Toulouse,1938
69,195,81,4,2,195,1938-06-09,Final,Paris,1938
70,28,54,1,1,draw,1938-06-12,Quarter-finals,Bordeaux,1938
71,94,195,2,0,94,1938-06-12,Quarter-finals,Lille,1938
72,103,76,3,1,103,1938-06-12,Quarter-finals,Paris,1938
73,194,50,8,0,194,1938-06-12,Quarter-finals,Antibes,1938
74,28,54,2,1,28,1938-06-14,Quarter-finals,Bordeaux,1938
75,94,194,5,1,94,1938-06-16,Semi-finals,Paris,1938
76,103,28,2,1,103,1938-06-16,Semi-finals,Marseille,1938
77,103,94,4,2,103,1938-06-19,Final,Paris,1938
78,28,194,4,2,28,1938-06-19,Match for third place,Bordeaux,1938
79,21,140,4,2,21,,Preliminary round,Roma,1938
80,130,50,2,1,130,,Preliminary round,Wien,1949
81,130,215,1,1,draw,,Preliminary round,Sofija,1949
82,148,174,0,1,174,,Preliminary round,Turku,1949
83,174,222,0,2,222,,Preliminary round,Helsinki,1949
84,194,75,4,1,194,,Preliminary round,Konigsberg,1949
85,194,100,5,0,194,,Preliminary round,Hamburg,1949
86,195,119,3,3,draw,,Preliminary round,Dublin,1949
87,206,196,4,2,206,,Preliminary round,Riga,1949
88,215,50,1,5,50,,Preliminary round,Kaunas,1949
89,215,130,4,0,215,,Preliminary round,Rotterdam,1949
90,222,68,3,2,222,,Preliminary round,Oslo,1949
91,225,76,4,0,225,,Preliminary round,Warszawa,1949
92,225,76,7,2,225,,Preliminary round,Stockholm,1949
93,225,102,4,0,225,,Preliminary round,Stockholm,1949
94,28,130,4,0,28,1950-06-24,Group,Rio de Janeiro,1950
95,68,41,2,0,68,1950-06-25,Group,Rio de Janeiro,1950
96,194,103,3,2,194,1950-06-25,Group,Sao_Paulo,1950
97,225,195,3,0,225,1950-06-25,Group,Belo Horizonte,1950
98,28,195,2,2,draw,1950-06-28,Group,Sao_Paulo,1950
99,225,130,4,1,225,1950-06-28,Group,Porto_Alegre,1950
100,189,41,2,0,189,1950-06-29,Group,Rio de Janeiro,1950
101,194,155,2,2,draw,1950-06-29,Group,Curitiba,1950
102,28,225,2,0,28,1950-07-01,Group,Rio de Janeiro,1950
103,103,155,2,0,103,1950-07-02,Group,Sao_Paulo,1950
104,189,68,1,0,189,1950-07-02,Group,Rio de Janeiro,1950
105,195,130,2,1,195,1950-07-02,Group,Porto_Alegre,1950
106,217,25,8,0,217,1950-07-02,Group,Belo Horizonte,1950
107,28,194,7,1,28,1950-07-09,Final,Rio de Janeiro,1950
108,217,189,2,2,draw,1950-07-09,Final,Sao_Paulo,1950
109,28,189,6,1,28,1950-07-13,Final,Rio de Janeiro,1950
110,217,194,3,2,217,1950-07-13,Final,Sao_Paulo,1950
111,194,189,3,1,194,1950-07-16,Final,Sao_Paulo,1950
112,217,28,2,1,217,1950-07-16,Final,Rio de Janeiro,1950
113,25,41,1,1,draw,,Preliminary round,Antwerpen,1950
114,41,215,6,0,41,,Preliminary round,Praha,1950
115,159,189,1,0,159,,Preliminary round,Athina,1950
116,174,68,11,1,174,,Preliminary round,Budapest,1950
117,189,159,2,3,159,,Preliminary round,Luxembourg,1950
118,189,215,1,3,215,,Preliminary round,Tel Aviv,1950
119,215,68,2,1,215,,Preliminary round,Milano,1950
120,222,148,1,0,222,,Preliminary round,Beograd,1950
121,100,119,0,3,119,,Preliminary round,Mexico D.F,1953
122,119,76,1,1,draw,,Preliminary round,Mexico D.F,1953
123,130,91,9,2,130,,Preliminary round,Manchester,1953
124,148,174,1,1,draw,,Preliminary round,Helsinki,1953
125,149,81,1,1,draw,,Preliminary round,Paris,1953
126,149,166,3,0,149,,Preliminary round,Dublin,1953
127,159,14,1,3,14,,Preliminary round,Dublin,1953
128,163,31,2,5,31,,Preliminary round,Tel Aviv,1953
129,163,54,2,3,54,,Preliminary round,Luxembourg,1953
130,166,149,2,0,166,,Preliminary round,Mexico D.F,1953
131,174,222,6,2,174,,Preliminary round,Mexico D.F,1953
132,194,21,2,8,21,,Preliminary round,Belfast,1953
133,194,75,2,0,194,,Preliminary round,Glasgow,1953
134,222,68,8,1,222,,Preliminary round,Malmo,1953
135,225,83,3,1,225,,Preliminary round,Stockholm,1953
136,225,102,5,2,225,,Preliminary round,Zurich,1953
137,14,174,1,0,14,1954-06-16,Group,Zurich,1954
138,28,130,5,0,28,1954-06-16,Group,Geneve,1954
139,217,54,2,0,217,1954-06-16,Group,Bern,1954
140,225,76,1,0,225,1954-06-16,Group,Lausanne,1954
141,68,21,4,4,draw,1954-06-17,Group,Basel,1954
142,195,103,2,1,195,1954-06-17,Group,Lausanne,1954
143,14,54,5,0,14,1954-06-19,Group,Zurich,1954
144,28,225,1,1,draw,1954-06-19,Group,Lausanne,1954
145,76,130,3,2,76,1954-06-19,Group,Geneve,1954
146,217,174,7,0,217,1954-06-19,Group,Basel,1954
147,68,195,2,0,68,1954-06-20,Group,Bern,1954
148,103,21,4,1,103,1954-06-20,Group,Lugano,1954
149,195,103,4,1,195,1954-06-23,Group,Basel,1954
150,14,195,7,5,14,1954-06-26,Quarter-finals,Lausanne,1954
151,217,68,4,2,217,1954-06-26,Quarter-finals,Basel,1954
152,94,28,4,2,94,1954-06-27,Quarter-finals,Bern,1954
153,94,217,4,2,94,1954-06-30,Semi-finals,Lausanne,1954
154,14,217,3,1,14,1954-07-03,Match for third place,Zurich,1954
155,81,225,5,2,81,,Group,Recife,1954
156,94,186,3,1,94,,Group,Curitiba,1954
157,102,83,1,0,102,,Group,Belo Horizonte,1954
158,28,41,7,0,28,,Preliminary round,Ankara,1954
159,28,155,5,2,28,,Preliminary round,Mexico D.F,1954
160,41,28,0,6,28,,Preliminary round,Mexico D.F,1954
161,41,155,1,4,155,,Preliminary round,Cardiff,1954
162,81,14,1,1,draw,,Preliminary round,Beograd,1954
163,81,94,3,2,81,,Preliminary round,Firenze,1954
164,81,206,6,0,81,,Preliminary round,Beograd,1954
165,81,206,2,0,81,,Preliminary round,La_Paz,1954
166,83,225,2,2,draw,,Preliminary round,Lisboa,1954
167,91,215,0,1,215,,Preliminary round,Glasgow,1954
168,94,81,5,1,94,,Preliminary round,Madrid,1954
169,102,225,0,0,draw,,Preliminary round,Wrexham,1954
170,100,57,9,1,100,,Preliminary round,Wien,1956
171,95,21,3,2,95,,Final,Bern,1957
172,95,76,4,1,95,,Group,Bern,1957
173,97,42,7,2,97,,Group,Zurich,1957
174,103,159,8,3,103,,Group,Basel,1957
175,119,14,9,0,119,,Group,Zurich,1957
176,158,75,7,0,158,,Group,Geneve,1957
177,10,25,2,2,draw,,Preliminary round,Bruxelles,1957
178,10,41,2,0,10,,Preliminary round,Bruxelles,1957
179,14,140,1,2,140,,Preliminary round,Sofija,1957
180,21,76,1,2,76,,Preliminary round,Sofija,1957
181,21,95,0,0,draw,,Preliminary round,Bratislava,1957
182,25,10,2,0,25,,Preliminary round,Praha,1957
183,25,41,1,2,41,,Preliminary round,Cairo,1957
184,28,156,3,1,28,,Preliminary round,Liverpool,1957
185,31,94,5,1,31,,Preliminary round,Hamburg,1957
186,31,149,3,0,31,,Preliminary round,Stuttgart,1957
187,36,130,2,4,130,,Preliminary round,Helsinki,1957
188,36,215,3,3,draw,,Preliminary round,Helsinki,1957
189,41,10,1,0,41,,Preliminary round,Paris,1957
190,41,25,8,0,41,,Preliminary round,Paris,1957
191,42,97,1,0,42,,Preliminary round,Athina,1957
192,43,155,0,4,155,,Preliminary round,Port-au-Prince,1957
193,43,217,3,5,217,,Preliminary round,Dublin,1957
194,47,51,4,0,47,,Preliminary round,Dublin,1957
195,47,86,1,6,86,,Preliminary round,Luxembourg,1957
196,47,130,8,0,47,,Preliminary round,Mexico D.F,1957
197,51,47,1,3,47,,Preliminary round,Belfast,1957
198,51,86,1,1,draw,,Preliminary round,Oslo,1957
199,54,77,2,3,77,,Preliminary round,Oslo,1957
200,54,222,0,0,draw,,Preliminary round,Lisboa,1957
201,57,68,3,1,57,,Preliminary round,Bucuresti,1957
202,57,100,0,1,100,,Preliminary round,Bucuresti,1957
203,68,100,0,0,draw,,Preliminary round,Saarbrucken,1957
204,75,158,3,3,draw,,Preliminary round,Glasgow,1957
205,75,211,2,3,211,,Preliminary round,Stockholm,1957
206,76,95,4,0,76,,Preliminary round,Stockholm,1957
207,77,54,1,4,54,,Preliminary round,Cardiff,1957
208,77,222,1,0,77,,Preliminary round,Beograd,1957
209,83,163,1,0,83,,Preliminary round,Skopje,1957
210,83,225,1,0,83,,Preliminary round,Rio de Janeiro,1957
211,86,47,4,1,86,,Preliminary round,Rio de Janeiro,1957
212,86,51,0,2,51,,Preliminary round,Santiago,1957
213,94,31,1,3,31,,Preliminary round,Santiago,1957
214,100,68,0,1,68,,Preliminary round,Athina,1957
215,103,148,2,3,148,,Preliminary round,Port-au-Prince,1957
216,119,140,0,2,140,,Preliminary round,Tel Aviv,1957
217,130,36,0,1,36,,Preliminary round,Tel Aviv,1957
218,130,47,5,1,130,,Preliminary round,Milano,1957
219,130,215,1,5,215,,Preliminary round,Tokyo,1957
220,140,14,0,1,14,,Preliminary round,Luxembourg,1957
221,140,119,3,1,140,,Preliminary round,Mexico D.F,1957
222,148,159,0,1,159,,Preliminary round,Asuncion,1957
223,149,31,4,0,149,,Preliminary round,Asuncion,1957
224,149,94,1,3,94,,Preliminary round,Saarbrucken,1957
225,155,43,2,4,43,,Preliminary round,Glasgow,1957
226,155,217,2,2,draw,,Preliminary round,Tokyo,1957
227,156,28,4,1,156,,Preliminary round,Madrid,1957
228,158,211,1,0,158,,Preliminary round,Istanbul,1957
229,159,103,2,2,draw,,Preliminary round,Roma,1957
230,159,148,3,0,159,,Preliminary round,Port-au-Prince,1957
231,163,83,0,4,83,,Preliminary round,Mexico D.F,1957
232,163,225,1,2,225,,Preliminary round,Wrexham,1957
233,225,163,7,0,225,,Preliminary round,Wien,1957
234,97,42,2,0,97,,Quarter-finals,Geneve,1957
235,94,149,6,1,94,,Semi-finals,Basel,1957
236,28,14,3,0,28,1958-06-08,Group,Uddevalla,1958
237,76,155,7,3,76,1958-06-08,Group,Norrkoping,1958
238,94,222,1,1,draw,1958-06-08,Group,Sandviken,1958
239,148,54,1,0,148,1958-06-08,Group,Halmstad,1958
240,194,130,3,0,194,1958-06-08,Group,Stockholm,1958
241,225,174,1,1,draw,1958-06-08,Group,Vasteras,1958
242,10,148,3,1,10,1958-06-11,Group,Halmstad,1958
243,28,68,0,0,draw,1958-06-11,Group,Goteborg,1958
244,155,174,3,2,155,1958-06-11,Group,Norrkoping,1958
245,211,14,2,0,211,1958-06-11,Group,Boras,1958
246,225,76,3,2,225,1958-06-11,Group,Vasteras,1958
247,194,94,2,1,194,1958-06-12,Group,Stockholm,1958
248,28,211,2,0,28,1958-06-15,Group,Goteborg,1958
249,54,10,6,1,54,1958-06-15,Group,Helsingborg,1958
250,68,14,2,2,draw,1958-06-15,Group,Boras,1958
251,76,174,2,1,76,1958-06-15,Group,Orebro,1958
252,94,130,4,0,94,1958-06-15,Group,Sandviken,1958
253,194,222,0,0,draw,1958-06-15,Group,Stockholm,1958
254,148,54,2,1,148,1958-06-17,Group,Malmo,1958
255,211,68,1,0,211,1958-06-17,Group,Goteborg,1958
256,222,94,2,1,222,1958-06-17,Group,Stockholm,1958
257,28,222,1,0,28,1958-06-19,Quarter-finals,Goteborg,1958
258,76,148,4,0,76,1958-06-19,Quarter-finals,Norrkoping,1958
259,194,211,2,0,194,1958-06-19,Quarter-finals,Stockholm,1958
260,28,76,5,2,28,1958-06-24,Semi-finals,Stockholm,1958
261,28,194,5,2,28,1958-06-29,Final,Stockholm,1958
262,68,211,5,2,68,,Preliminary round,Wolverhampton,1958
263,76,81,3,2,76,,Preliminary round,Wien,1958
264,81,10,6,3,81,,Preliminary round,Paris,1958
265,81,54,2,1,81,,Preliminary round,Dublin,1958
266,81,148,4,0,81,,Preliminary round,Buenos Aires,1958
267,81,225,4,0,81,,Preliminary round,Buenos Aires,1958
268,102,222,0,0,draw,,Preliminary round,Bruxelles,1958
269,148,103,8,3,148,,Preliminary round,Bruxelles,1958
270,194,81,2,0,194,,Preliminary round,La_Paz,1958
271,222,102,3,0,222,,Preliminary round,La_Paz,1958
272,222,130,1,0,222,,Preliminary round,Rio de Janeiro,1958
273,225,155,1,2,155,,Preliminary round,Sofija,1958
274,10,65,7,0,10,,Preliminary round,Sofija,1960
275,21,195,0,3,195,,Preliminary round,Mexico D.F,1960
276,47,86,5,1,47,,Preliminary round,Toronto,1960
277,47,92,0,2,92,,Preliminary round,Santiago,1960
278,52,102,2,1,52,,Preliminary round,Santiago,1960
279,61,63,4,3,61,,Preliminary round,Beijing,1960
280,63,61,2,3,61,,Preliminary round,Bogota,1960
281,65,10,1,1,draw,,Preliminary round,Bogota,1960
282,75,76,4,0,75,,Preliminary round,San_Jose,1960
283,76,31,3,1,76,,Preliminary round,San_Jose,1960
284,82,145,1,1,draw,,Preliminary round,San_Jose,1960
285,83,81,1,2,81,,Preliminary round,Willemstad,1960
286,86,47,2,0,86,,Preliminary round,Willemstad,1960
287,86,92,3,1,86,,Preliminary round,Brno,1960
288,92,47,2,0,92,,Preliminary round,Praha,1960
289,92,86,1,4,86,,Preliminary round,København,1960
290,102,52,0,2,52,,Preliminary round,København,1960
291,119,68,5,1,119,,Preliminary round,London,1960
292,130,215,1,3,215,,Preliminary round,Helsinki,1960
293,135,205,0,10,205,,Preliminary round,Helsinki,1960
294,145,82,8,0,145,,Preliminary round,Nantes,1960
295,148,81,1,4,81,,Preliminary round,Leipzig,1960
296,186,105,2,1,186,,Preliminary round,Leipzig,1960
297,194,21,1,2,21,,Preliminary round,Athina,1960
298,205,135,0,0,draw,,Preliminary round,Athina,1960
299,215,130,2,6,130,,Preliminary round,Guatemala,1960
300,159,119,2,2,draw,,Group,Goteborg,1961
301,174,54,3,1,174,,Group,Malmo,1961
302,174,100,2,2,draw,,Group,Helsingborg,1961
303,186,225,2,2,draw,,Group,Malmo,1961
304,195,194,1,1,draw,,Group,Stockholm,1961
305,195,194,3,3,draw,,Group,Eskilstuna,1961
306,211,206,6,3,211,,Match for third place,Goteborg,1961
307,21,194,1,3,194,,Preliminary round,Guatemala,1961
308,25,217,4,1,25,,Preliminary round,Budapest,1961
309,31,75,5,0,31,,Preliminary round,Budapest,1961
310,31,76,2,5,76,,Preliminary round,Reykjavik,1961
311,31,76,1,5,76,,Preliminary round,Reykjavik,1961
312,43,156,2,0,43,,Preliminary round,Jakarta,1961
313,47,61,0,0,draw,,Preliminary round,Rangoon,1961
314,47,92,1,1,draw,,Preliminary round,Dublin,1961
315,47,130,1,0,47,,Preliminary round,Roma,1961
316,54,100,3,0,54,,Preliminary round,Milano,1961
317,54,174,0,3,174,,Preliminary round,Luxembourg,1961
318,54,174,2,5,174,,Preliminary round,Rotterdam,1961
319,61,47,2,0,61,,Preliminary round,Mexico D.F,1961
320,61,130,2,0,61,,Preliminary round,Mexico D.F,1961
321,68,119,6,0,68,,Preliminary round,Mexico D.F,1961
322,68,159,1,1,draw,,Preliminary round,Amsterdam,1961
323,72,102,4,1,72,,Preliminary round,Rotterdam,1961
324,75,31,2,1,75,,Preliminary round,Oslo,1961
325,76,75,3,0,76,,Preliminary round,Asuncion,1961
326,77,94,5,0,77,,Preliminary round,Asuncion,1961
327,77,140,1,1,draw,,Preliminary round,Lima,1961
328,81,83,3,0,81,,Preliminary round,Belfast,1961
329,81,148,1,2,148,,Preliminary round,Oslo,1961
330,82,135,4,0,82,,Preliminary round,Warszawa,1961
331,83,148,2,1,83,,Preliminary round,Chorzow,1961
332,94,77,3,0,94,,Preliminary round,Lisboa,1961
333,94,140,1,1,draw,,Preliminary round,Lisboa,1961
334,100,54,3,0,100,,Preliminary round,Bucuresti,1961
335,100,174,1,1,draw,,Preliminary round,Bucuresti,1961
336,102,72,4,2,102,,Preliminary round,Glasgow,1961
337,102,103,3,2,102,,Preliminary round,Glasgow,1961
338,103,102,2,1,103,,Preliminary round,Moskva,1961
339,105,186,3,0,105,,Preliminary round,Moskva,1961
340,119,159,2,0,119,,Preliminary round,Leipzig,1961
341,130,47,4,1,130,,Preliminary round,Madrid,1961
342,130,61,2,2,draw,,Preliminary round,Madrid,1961
343,130,155,1,0,130,,Preliminary round,Khartoum,1961
344,135,82,1,2,82,,Preliminary round,Basel,1961
345,135,189,1,4,189,,Preliminary round,Lausanne,1961
346,135,205,1,1,draw,,Preliminary round,Damascus,1961
347,140,94,2,3,94,,Preliminary round,St._Louis,1961
348,148,83,2,7,83,,Preliminary round,Los Angeles,1961
349,149,206,2,0,149,,Preliminary round,Montevideo,1961
350,149,211,1,0,149,,Preliminary round,Montevideo,1961
351,155,130,1,0,155,,Preliminary round,Cardiff,1961
352,156,43,4,1,156,,Preliminary round,Cardiff,1961
353,158,225,4,1,158,,Preliminary round,Beograd,1961
354,159,68,2,0,159,,Preliminary round,Beograd,1961
355,189,135,0,2,135,,Preliminary round,Tel Aviv,1961
356,189,222,2,1,189,,Preliminary round,Belfast,1961
357,195,21,2,0,195,,Preliminary round,Cardiff,1961
358,211,149,1,0,211,,Quarter-finals,Malmo,1961
359,194,195,3,1,194,,Semi-finals,Goteborg,1961
360,10,31,1,0,10,1962-05-30,Group,Rancagua,1962
361,28,130,2,0,28,1962-05-30,Group,Vina del Mar,1962
362,41,195,3,1,41,1962-05-30,Group,Santiago,1962
363,217,43,2,1,217,1962-05-30,Group,Arica,1962
364,54,189,1,0,54,1962-05-31,Group,Vina del Mar,1962
365,94,68,2,1,94,1962-05-31,Group,Rancagua,1962
366,211,225,2,0,211,1962-05-31,Group,Arica,1962
367,28,54,0,0,draw,1962-06-02,Group,Rancagua,1962
368,41,103,2,0,41,1962-06-02,Group,Vina del Mar,1962
369,68,10,3,1,68,1962-06-02,Group,Arica,1962
370,225,217,3,1,225,1962-06-02,Group,Santiago,1962
371,94,31,6,1,94,1962-06-03,Group,Rancagua,1962
372,189,130,1,0,189,1962-06-03,Group,Vina del Mar,1962
373,211,43,4,4,draw,1962-06-03,Group,Arica,1962
374,28,189,2,1,28,1962-06-06,Group,Vina del Mar,1962
375,94,10,0,0,draw,1962-06-06,Group,Rancagua,1962
376,211,217,2,1,211,1962-06-06,Group,Arica,1962
377,68,31,0,0,draw,1962-06-07,Group,Rancagua,1962
378,103,195,3,0,103,1962-06-07,Group,Santiago,1962
379,130,54,3,1,130,1962-06-07,Group,Vina del Mar,1962
380,225,43,5,0,225,1962-06-07,Group,Arica,1962
381,28,68,3,1,28,1962-06-10,Quarter-finals,Vina del Mar,1962
382,41,211,2,1,41,1962-06-10,Quarter-finals,Arica,1962
383,54,94,1,0,54,1962-06-10,Quarter-finals,Rancagua,1962
384,28,41,4,2,28,1962-06-13,Semi-finals,Santiago,1962
385,54,225,3,1,54,1962-06-13,Semi-finals,Vina del Mar,1962
386,41,225,1,0,41,1962-06-16,Match for third place,Santiago,1962
387,28,54,3,1,28,1962-06-17,Final,Santiago,1962
388,194,81,2,0,194,,Group,Santiago,1965
389,195,2,0,0,draw,,Group,Santiago,1965
390,195,140,2,1,195,,Group,Santiago,1965
391,10,25,5,0,10,,Preliminary round,Buenos Aires,1965
392,10,155,2,4,155,,Preliminary round,Bruxelles,1965
393,13,146,3,2,13,,Preliminary round,San_Jose,1965
394,14,77,5,0,14,,Preliminary round,San_Jose,1965
395,14,94,1,1,draw,,Preliminary round,Levkosia,1965
396,21,31,0,0,draw,,Preliminary round,Willemstad,1965
397,21,102,1,2,102,,Preliminary round,Paramaribo,1965
398,25,10,3,6,10,,Preliminary round,Guayaquil,1965
399,25,155,1,2,155,,Preliminary round,Helsinki,1965
400,31,21,3,0,31,,Preliminary round,Paris,1965
401,31,21,4,1,31,,Preliminary round,Accra,1965
402,31,102,0,3,102,,Preliminary round,Athina,1965
403,41,43,4,4,draw,,Preliminary round,Guatemala,1965
404,41,65,0,2,65,,Preliminary round,Guatemala,1965
405,41,65,2,1,41,,Preliminary round,Tegucigalpa,1965
406,43,41,1,1,draw,,Preliminary round,Tegucigalpa,1965
407,43,65,6,1,43,,Preliminary round,Tel Aviv,1965
408,47,63,0,9,63,,Preliminary round,Luxembourg,1965
409,47,104,3,0,47,,Preliminary round,Mexico D.F,1965
410,47,130,2,1,47,,Preliminary round,Casablanca,1965
411,47,204,2,2,draw,,Preliminary round,Lagos,1965
412,50,61,3,4,61,,Preliminary round,Belfast,1965
413,50,104,2,1,50,,Preliminary round,Seoul,1965
414,52,81,2,0,52,,Preliminary round,Stockholm,1965
415,52,194,2,1,52,,Preliminary round,Tunis,1965
416,54,159,3,3,draw,,Preliminary round,Los Angeles,1965
417,54,163,0,2,163,,Preliminary round,Bruxelles,1965
418,54,206,1,1,draw,,Preliminary round,La_Paz,1965
419,57,83,3,1,57,,Preliminary round,Sofija,1965
420,57,211,1,0,57,,Preliminary round,Sofija,1965
421,61,50,1,0,61,,Preliminary round,Milano,1965
422,61,104,1,0,61,,Preliminary round,Bogota,1965
423,63,47,6,0,63,,Preliminary round,San_Jose,1965
424,63,204,1,0,63,,Preliminary round,Guatemala,1965
425,65,41,1,0,65,,Preliminary round,San_Jose,1965
426,65,43,7,1,65,,Preliminary round,Praha,1965
427,75,103,4,2,75,,Preliminary round,Bruxelles,1965
428,75,158,2,0,75,,Preliminary round,Willemstad,1965
429,75,174,0,0,draw,,Preliminary round,Willemstad,1965
430,76,119,4,1,76,,Preliminary round,London,1965
431,76,225,2,0,76,,Preliminary round,London,1965
432,77,14,2,3,14,,Preliminary round,Tel Aviv,1965
433,77,94,2,1,77,,Preliminary round,Augsburg,1965
434,81,52,4,0,81,,Preliminary round,Bratislava,1965
435,83,211,2,1,83,,Preliminary round,West-Berlin,1965
436,92,130,0,2,130,,Preliminary round,Helsinki,1965
437,92,215,5,1,92,,Preliminary round,Paris,1965
438,94,14,2,3,14,,Preliminary round,Ost-Berlin,1965
439,94,77,1,1,draw,,Preliminary round,Leipzig,1965
440,100,189,0,0,draw,,Preliminary round,Accra,1965
441,102,21,2,1,102,,Preliminary round,Athina,1965
442,102,31,2,0,102,,Preliminary round,Budapest,1965
443,103,158,3,3,draw,,Preliminary round,Budapest,1965
444,103,174,1,3,174,,Preliminary round,Dublin,1965
445,104,47,0,3,47,,Preliminary round,Dublin,1965
446,104,50,1,0,104,,Preliminary round,Tel Aviv,1965
447,104,61,2,4,61,,Preliminary round,Tel Aviv,1965
448,104,130,6,0,104,,Preliminary round,Torino,1965
449,119,225,0,2,225,,Preliminary round,Tokyo,1965
450,130,47,4,2,130,,Preliminary round,Luxembourg,1965
451,130,92,4,1,130,,Preliminary round,Mexico D.F,1965
452,130,104,7,0,130,,Preliminary round,Mexico D.F,1965
453,130,215,1,0,130,,Preliminary round,Mexico D.F,1965
454,140,148,1,0,140,,Preliminary round,Casablanca,1965
455,140,195,0,1,195,,Preliminary round,Casablanca,1965
456,146,13,1,1,draw,,Preliminary round,Palermo,1965
457,148,2,0,3,2,,Preliminary round,Rotterdam,1965
458,148,140,2,0,148,,Preliminary round,Belfast,1965
459,149,76,0,3,76,,Preliminary round,Oslo,1965
460,149,119,0,1,119,,Preliminary round,Oslo,1965
461,149,225,0,0,draw,,Preliminary round,Asuncion,1965
462,155,10,1,1,draw,,Preliminary round,Lima,1965
463,155,25,1,1,draw,,Preliminary round,Chorzow,1965
464,156,217,1,1,draw,,Preliminary round,Lisboa,1965
465,156,220,6,0,156,,Preliminary round,Lisboa,1965
466,158,75,3,2,158,,Preliminary round,Glasgow,1965
467,158,103,4,1,158,,Preliminary round,Glasgow,1965
468,158,174,1,3,174,,Preliminary round,Seoul,1965
