id_match,home_team,away_team,home_result,away_result,result,date,round,city,edition,is_final
2889,Democratic Republic of the Congo,South Africa,2,3,South Africa,,Preliminary round,Granada,1998,False
2890,Democratic Republic of the Congo,Zambia,1,0,Democratic Republic of the Congo,,Preliminary round,Zurich,1998,False
2891,Denmark,Bosnia and Herzegovina,2,1,Denmark,,Preliminary round,Montevideo,1998,False
2892,Denmark,Croatia,1,1,draw,,Preliminary round,Montevideo,1998,False
2893,Denmark,Greece,2,0,Denmark,,Preliminary round,Sofija,1998,False
2894,Denmark,Slovakia,0,0,draw,,Preliminary round,Montevideo,1998,False
2895,Dominica,Antigua and Barbuda,2,2,draw,,Preliminary round,Sofija,1998,False
2896,Dominica,Barbados,1,1,draw,,Preliminary round,Sofija,1998,False
2897,Dominican Republic,Aruba,0,0,draw,,Preliminary round,Bujumbura,1998,False
2898,Dominican Republic,Dutch Antilles,3,1,Dominican Republic,,Preliminary round,Yaounde,1998,False
2899,Dominican Republic,Trinidad and Tobago,0,0,draw,,Preliminary round,Yaounde,1998,False
2900,Dutch Antilles,Dominican Republic,3,1,Dutch Antilles,,Preliminary round,Yaounde,1998,False
2901,Ecuador,Argentina,2,1,Ecuador,,Preliminary round,Edmonton,1998,False
2902,Ecuador,Bolivia,4,0,Ecuador,,Preliminary round,Montevideo,1998,False
2903,Ecuador,Chile,1,7,Chile,,Preliminary round,Puerto_Ordaz,1998,False
2904,Ecuador,Colombia,2,0,Ecuador,,Preliminary round,Vancouver,1998,False
2905,Ecuador,Paraguay,1,5,Paraguay,,Preliminary round,San_Cristobal,1998,False
2906,Ecuador,Peru,3,1,Ecuador,,Preliminary round,Vancouver,1998,False
2907,Ecuador,Uruguay,2,1,Ecuador,,Preliminary round,Ciudad Guayana,1998,False
2908,Ecuador,Venezuela,1,2,Venezuela,,Preliminary round,Toronto,1998,False
2909,Egypt,Liberia,0,1,Liberia,,Preliminary round,San_Cristobal,1998,False
2910,Egypt,Namibia,2,1,Egypt,,Preliminary round,Chengdu,1998,False
2911,Egypt,Tunisia,1,0,Egypt,,Preliminary round,Doha,1998,False
2912,El Salvador,Canada,4,1,El Salvador,,Preliminary round,Chengdu,1998,False
2913,El Salvador,Canada,0,1,Canada,,Preliminary round,Singapore,1998,False
2914,El Salvador,Costa Rica,0,4,Costa Rica,,Preliminary round,Singapore,1998,False
2915,El Salvador,Cuba,3,0,El Salvador,,Preliminary round,Chengdu,1998,False
2916,El Salvador,Jamaica,2,3,Jamaica,,Preliminary round,Doha,1998,False
2917,El Salvador,Mexico,2,0,El Salvador,,Preliminary round,Cardiff,1998,False
2918,El Salvador,Panama,1,0,El Salvador,,Preliminary round,Chengdu,1998,False
2919,El Salvador,United States,2,0,El Salvador,,Preliminary round,Cardiff,1998,False
2920,England,Georgia,2,2,draw,,Preliminary round,Cardiff,1998,False
2921,England,Italy,1,2,Italy,,Preliminary round,Cardiff,1998,False
2922,England,Moldova,1,0,England,,Preliminary round,Irbid,1998,False
2923,England,Poland,2,1,England,,Preliminary round,Barranquilla,1998,False
2924,Estonia,Austria,1,6,Austria,,Preliminary round,Irbid,1998,False
2925,Estonia,Belarus,0,0,draw,,Preliminary round,Barranquilla,1998,False
2926,Estonia,Latvia,1,1,draw,,Preliminary round,Chengdu,1998,False
2927,Estonia,Scotland,5,1,Estonia,,Preliminary round,Irbid,1998,False
2928,Estonia,Sweden,1,2,Sweden,,Preliminary round,Kinshasa,1998,False
2929,Faroe Islands,Czech Republic,3,1,Faroe Islands,,Preliminary round,Lusaka,1998,False
2930,Faroe Islands,Malta,2,1,Faroe Islands,,Preliminary round,Lusaka,1998,False
2931,Faroe Islands,Slovakia,4,0,Faroe Islands,,Preliminary round,Barranquilla,1998,False
2932,Faroe Islands,Spain,0,1,Spain,,Preliminary round,Pointe-Noire,1998,False
2933,Faroe Islands,Yugoslavia,0,3,Yugoslavia,,Preliminary round,Levkosia,1998,False
2934,Fiji,New Zealand,4,0,Fiji,,Preliminary round,Lusaka,1998,False
2935,Fiji,Papua New Guinea,4,0,Fiji,,Preliminary round,Lusaka,1998,False
2936,Finland,Azerbaijan,2,1,Finland,,Preliminary round,Harare,1998,False
2937,Finland,Hungary,1,0,Finland,,Preliminary round,Harare,1998,False
2938,Finland,Norway,1,0,Finland,,Preliminary round,Harare,1998,False
2939,Finland,Switzerland,1,1,draw,,Preliminary round,Lemesos,1998,False
2940,France,Brazil,13,0,France,,Preliminary round,Sydney,1998,False
2941,Gabon,Ghana,3,1,Gabon,,Preliminary round,Lemesos,1998,False
2942,Gabon,Swaziland,3,0,Gabon,,Preliminary round,Kosice,1998,False
2943,Gambia,Liberia,5,2,Gambia,,Preliminary round,Kosice,1998,False
2944,Georgia,England,1,1,draw,,Preliminary round,Ostrava,1998,False
2945,Germany,Northern Ireland,4,0,Germany,,Preliminary round,København,1998,False
2946,Germany,United States,0,0,draw,,Preliminary round,Erevan,1998,False
2947,Ghana,Tanzania,2,0,Ghana,,Preliminary round,København,1998,False
2948,Greece,Bosnia and Herzegovina,4,0,Greece,,Preliminary round,København,1998,False
2949,Greece,Slovakia,1,0,Greece,,Preliminary round,København,1998,False
2950,Grenada,Guayana,1,0,Grenada,,Preliminary round,København,1998,False
2951,Grenada,Haiti,1,1,draw,,Preliminary round,Guayaquil,1998,False
2952,Guatemala,Costa Rica,0,0,draw,,Preliminary round,Guayaquil,1998,False
2953,Guatemala,Nicaragua,0,1,Nicaragua,,Preliminary round,Guayaquil,1998,False
2954,Guatemala,Trinidad and Tobago,5,0,Guatemala,,Preliminary round,Quito,1998,False
2955,Guatemala,United States,3,0,Guatemala,,Preliminary round,Cairo,1998,False
2956,Guinea,Guinea-Bissau,2,1,Guinea,,Preliminary round,Cairo,1998,False
2957,Guinea,Kenya,0,0,draw,,Preliminary round,Lyon,1998,False
2958,Guinea-Bissau,Guinea,1,2,Guinea,,Preliminary round,San_Salvador,1998,False
2959,Guyana,Grenada,2,1,Guyana,,Preliminary round,San_Salvador,1998,False
2960,Haiti,Cuba,2,1,Haiti,,Preliminary round,San_Salvador,1998,False
2961,Haiti,Grenada,2,2,draw,,Preliminary round,London,1998,False
2962,Honduras,Jamaica,3,0,Honduras,,Preliminary round,London,1998,False
2963,Honduras,Mexico,6,0,Honduras,,Preliminary round,London,1998,False
2964,Honduras,Saint Vincent & The Grenadines,0,3,Saint Vincent & The Grenadines,,Preliminary round,Tallinn,1998,False
2965,Hungary,Finland,0,1,Finland,,Preliminary round,Tallinn,1998,False
2966,Iceland,Macedonia,0,2,Macedonia,,Preliminary round,Tallinn,1998,False
2967,Iceland,Romania,0,3,Romania,,Preliminary round,Tallinn,1998,False
2968,India,Philippines,0,1,Philippines,,Preliminary round,Addis Ababa,1998,False
2969,Ireland,Iceland,0,3,Iceland,,Preliminary round,Toftir,1998,False
2970,Ireland,Macedonia,0,4,Macedonia,,Preliminary round,Toftir,1998,False
2971,Israel,Bulgaria,0,3,Bulgaria,,Preliminary round,Toftir,1998,False
2972,Israel,Luxembourg,3,1,Israel,,Preliminary round,Turku,1998,False
2973,Israel,Russia,0,2,Russia,,Preliminary round,Tampere,1998,False
2974,Italy,Georgia,0,0,draw,,Preliminary round,Lahti,1998,False
2975,Jamaica,Barbados,2,3,Barbados,,Preliminary round,Paris,1998,False
2976,Jamaica,Honduras,2,1,Jamaica,,Preliminary round,Paris,1998,False
2977,Jamaica,Mexico,1,0,Jamaica,,Preliminary round,Kumasi,1998,False
2978,Jamaica,Saint Vincent & The Grenadines,2,0,Jamaica,,Preliminary round,Athina,1998,False
2979,Jamaica,Surinam,1,0,Jamaica,,Preliminary round,Athina,1998,False
2980,Japan,Kazakhstan,1,1,draw,,Preliminary round,Tirane,1998,False
2981,Japan,Macao,0,3,Macao,,Preliminary round,Tirane,1998,False
2982,Japan,Nepal,1,0,Japan,,Preliminary round,Algiers,1998,False
2983,Japan,Oman,3,1,Japan,,Preliminary round,Luanda,1998,False
2984,Japan,South Korea,2,1,Japan,,Preliminary round,Luanda,1998,False
2985,Japan,United Arab Emirates,1,3,United Arab Emirates,,Preliminary round,St._Johns,1998,False
2986,Japan,Uzbekistan,3,1,Japan,,Preliminary round,Buenos Aires,1998,False
2987,Jordan,Bahrain,1,1,draw,,Preliminary round,Buenos Aires,1998,False
2988,Jordan,United Arab Emirates,1,1,draw,,Preliminary round,Buenos Aires,1998,False
2989,Kazakhstan,Iraq,1,5,Iraq,,Preliminary round,Erevan,1998,False
2990,Kazakhstan,Japan,0,0,draw,,Preliminary round,Erevan,1998,False
2991,Kazakhstan,Pakistan,1,3,Pakistan,,Preliminary round,Oranjestad,1998,False
2992,Kazakhstan,South Korea,2,1,Kazakhstan,,Preliminary round,Wien,1998,False
2993,Kazakhstan,United Arab Emirates,0,0,draw,,Preliminary round,Wien,1998,False
2994,Kazakhstan,Uzbekistan,0,3,Uzbekistan,,Preliminary round,Baku,1998,False
2995,Kenya,Algeria,0,1,Algeria,,Preliminary round,Conakry,1998,False
2996,Kenya,Burkina Faso,1,0,Kenya,,Preliminary round,Baku,1998,False
2997,Kenya,Guinea,1,0,Kenya,,Preliminary round,Bridgetown,1998,False
2998,Kenya,Nigeria,0,1,Nigeria,,Preliminary round,Bridgetown,1998,False
2999,Kuwait,China,1,0,Kuwait,,Preliminary round,Minsk,1998,False
3000,Kuwait,Iran,1,1,draw,,Preliminary round,Minsk,1998,False
3001,Kuwait,Lebanon,0,3,Lebanon,,Preliminary round,Bruxelles,1998,False
3002,Kuwait,Qatar,2,1,Kuwait,,Preliminary round,Bruxelles,1998,False
3003,Kuwait,Saudi Arabia,1,2,Saudi Arabia,,Preliminary round,Belize City,1998,False
3004,Kuwait,Singapore,2,2,draw,,Preliminary round,La_Paz,1998,False
3005,Kyrgyzstan,Iran,0,0,draw,,Preliminary round,La_Paz,1998,False
3006,Kyrgyzstan,Maldives,0,0,draw,,Preliminary round,La_Paz,1998,False
3007,Kyrgyzstan,Syria,6,1,Kyrgyzstan,,Preliminary round,La_Paz,1998,False
3008,Latvia,Austria,1,4,Austria,,Preliminary round,Bologna,1998,False
3009,Latvia,Belarus,2,0,Latvia,,Preliminary round,Ouagadougou,1998,False
3010,Latvia,Estonia,1,0,Latvia,,Preliminary round,Bujumbura,1998,False
3011,Latvia,Scotland,3,0,Latvia,,Preliminary round,Conakry,1998,False
3012,Latvia,Sweden,2,2,draw,,Preliminary round,Tegucigalpa,1998,False
3013,Lebanon,Kuwait,2,0,Lebanon,,Preliminary round,Edmonton,1998,False
3014,Lebanon,Singapore,1,0,Lebanon,,Preliminary round,Vancouver,1998,False
3015,Liberia,Egypt,3,1,Liberia,,Preliminary round,Edmonton,1998,False
3016,Liberia,Gambia,2,0,Liberia,,Preliminary round,Tegucigalpa,1998,False
3017,Liberia,Namibia,0,1,Namibia,,Preliminary round,Georgetown,1998,False
3018,Liberia,Tunisia,1,4,Tunisia,,Preliminary round,Tegucigalpa,1998,False
3019,Liechtenstein,Iceland,4,1,Liechtenstein,,Preliminary round,Santiago,1998,False
3020,Liechtenstein,Ireland,2,1,Liechtenstein,,Preliminary round,Beirut,1998,False
3021,Liechtenstein,Lithuania,1,0,Liechtenstein,,Preliminary round,Santiago,1998,False
3022,Liechtenstein,Macedonia,1,3,Macedonia,,Preliminary round,Seoul,1998,False
3023,Liechtenstein,Romania,4,1,Liechtenstein,,Preliminary round,Barranquilla,1998,False
3024,Lithuania,Iceland,1,2,Iceland,,Preliminary round,Seoul,1998,False
3025,Lithuania,Ireland,1,0,Lithuania,,Preliminary round,Barranquilla,1998,False
3026,Lithuania,Liechtenstein,0,3,Liechtenstein,,Preliminary round,Beirut,1998,False
3027,Lithuania,Macedonia,3,1,Lithuania,,Preliminary round,Barranquilla,1998,False
3028,Lithuania,Romania,2,0,Lithuania,,Preliminary round,Brazzaville,1998,False
3029,Luxembourg,Bulgaria,0,1,Bulgaria,,Preliminary round,Budapest,1998,False
3030,Luxembourg,Cyprus,1,0,Luxembourg,,Preliminary round,Pointe-Noire,1998,False
3031,Luxembourg,Israel,3,0,Luxembourg,,Preliminary round,San_Jose,1998,False
3032,Luxembourg,Russia,1,0,Luxembourg,,Preliminary round,Budapest,1998,False
3033,Macao,Japan,2,1,Macao,,Preliminary round,Cartago,1998,False
3034,Macao,Nepal,2,1,Macao,,Preliminary round,San_Jose,1998,False
3035,Macao,Oman,1,1,draw,,Preliminary round,Zagreb,1998,False
3036,Macedonia,Iceland,0,2,Iceland,,Preliminary round,Edmonton,1998,False
3037,Macedonia,Ireland,5,0,Macedonia,,Preliminary round,Georgetown,1998,False
3038,Macedonia,Liechtenstein,1,3,Liechtenstein,,Preliminary round,Budapest,1998,False
3039,Macedonia,Lithuania,0,5,Lithuania,,Preliminary round,San_Salvador,1998,False
3040,Macedonia,Romania,2,0,Macedonia,,Preliminary round,Reykjavik,1998,False
3041,Madagascar,Zimbabwe,1,0,Madagascar,,Preliminary round,Reykjavik,1998,False
3042,Malawi,South Africa,1,1,draw,,Preliminary round,Reykjavik,1998,False
3043,Malaysia,Bangladesh,6,1,Malaysia,,Preliminary round,Port_of_Spain,1998,False
3044,Malaysia,Saudi Arabia,3,1,Malaysia,,Preliminary round,Panama,1998,False
3045,Malaysia,Taiwan,1,3,Taiwan,,Preliminary round,Lemesos,1998,False
3046,Maldives,Iran,2,0,Maldives,,Preliminary round,Lemesos,1998,False
3047,Maldives,Kyrgyzstan,6,0,Maldives,,Preliminary round,Teplice,1998,False
3048,Maldives,Syria,0,0,draw,,Preliminary round,Praha,1998,False
3049,Malta,Czech Republic,2,1,Malta,,Preliminary round,København,1998,False
3050,Malta,Faroe Islands,3,3,draw,,Preliminary round,Roseau,1998,False
3051,Malta,Slovakia,0,1,Slovakia,,Preliminary round,Roseau,1998,False
3052,Malta,Spain,0,3,Spain,,Preliminary round,Seoul,1998,False
3053,Malta,Yugoslavia,3,2,Malta,,Preliminary round,Santo Domingo,1998,False
3054,Mauritania,Burkina Faso,1,2,Burkina Faso,,Preliminary round,Beirut,1998,False
3055,Mauritius,Democratic Republic of the Congo,1,2,Democratic Republic of the Congo,,Preliminary round,Seoul,1998,False
3056,Mexico,Canada,2,1,Mexico,,Preliminary round,Santo Domingo,1998,False
3057,Mexico,Costa Rica,1,4,Costa Rica,,Preliminary round,Santo Domingo,1998,False
3058,Mexico,El Salvador,0,0,draw,,Preliminary round,Willemstad,1998,False
3059,Mexico,Honduras,0,3,Honduras,,Preliminary round,Beirut,1998,False
3060,Mexico,Jamaica,1,2,Jamaica,,Preliminary round,Singapore,1998,False
3061,Mexico,Jamaica,2,0,Mexico,,Preliminary round,Quito,1998,False
3062,Mexico,Saint Vincent & The Grenadines,1,4,Saint Vincent & The Grenadines,,Preliminary round,Singapore,1998,False
3063,Mexico,United States,0,1,United States,,Preliminary round,Quito,1998,False
3064,Moldova,England,0,2,England,,Preliminary round,Doha,1998,False
3065,Moldova,Georgia,4,1,Moldova,,Preliminary round,Guayaquil,1998,False
3066,Moldova,Italy,2,1,Moldova,,Preliminary round,Singapore,1998,False
3067,Moldova,Poland,1,0,Moldova,,Preliminary round,Quito,1998,False
3068,Morocco,Gabon,7,1,Morocco,,Preliminary round,Cairo,1998,False
3069,Morocco,Ghana,0,2,Ghana,,Preliminary round,San_Salvador,1998,False
3070,Morocco,Sierra Leone,1,2,Sierra Leone,,Preliminary round,Doha,1998,False
3071,Mozambique,Namibia,2,1,Mozambique,,Preliminary round,Doha,1998,False
3072,Namibia,Egypt,3,0,Namibia,,Preliminary round,San_Salvador,1998,False
3073,Namibia,Liberia,3,2,Namibia,,Preliminary round,San_Salvador,1998,False
3074,Namibia,Mozambique,0,0,draw,,Preliminary round,Tehran,1998,False
3075,Namibia,Tunisia,2,1,Namibia,,Preliminary round,London,1998,False
3076,Nepal,Japan,1,0,Nepal,,Preliminary round,Tallinn,1998,False
3077,Nepal,Macao,1,2,Macao,,Preliminary round,Toftir,1998,False
3078,Nepal,Oman,2,6,Oman,,Preliminary round,Toftir,1998,False
3079,Netherlands,Belgium,1,8,Belgium,,Preliminary round,Toftir,1998,False
3080,Netherlands,San Marino,2,3,San Marino,,Preliminary round,Helsinki,1998,False
3081,Netherlands,South Korea,2,0,Netherlands,,Preliminary round,Buenos Aires,1998,False
3082,Netherlands,Turkey,1,1,draw,,Preliminary round,Libreville,1998,False
3083,Netherlands,Wales,0,3,Wales,,Preliminary round,Doha,1998,False
3084,New Zealand,Australia,2,0,New Zealand,,Preliminary round,Libreville,1998,False
3085,New Zealand,Fiji,2,1,New Zealand,,Preliminary round,Banjul,1998,False
3086,New Zealand,Papua New Guinea,0,2,Papua New Guinea,,Preliminary round,Tbilisi,1998,False
3087,Nicaragua,Guatemala,1,1,draw,,Preliminary round,Tehran,1998,False
3088,Nigeria,Burkina Faso,6,0,Nigeria,,Preliminary round,Tehran,1998,False
3089,Nigeria,Guinea,1,1,draw,,Preliminary round,Nurnberg,1998,False
3090,Nigeria,Kenya,2,1,Nigeria,,Preliminary round,Kumasi,1998,False
3091,Northern Ireland,Albania,1,0,Northern Ireland,,Preliminary round,Irbid,1998,False
3092,Northern Ireland,Armenia,2,2,draw,,Preliminary round,Doha,1998,False
3093,Northern Ireland,Germany,3,0,Northern Ireland,,Preliminary round,Kalamata,1998,False
3094,Northern Ireland,Portugal,2,0,Northern Ireland,,Preliminary round,Athina,1998,False
3095,Northern Ireland,Ukraine,4,0,Northern Ireland,,Preliminary round,Chengdu,1998,False
3096,Norway,Azerbaijan,4,0,Norway,,Preliminary round,Chengdu,1998,False
3097,Norway,Finland,6,0,Norway,,Preliminary round,St._Georges,1998,False
3098,Norway,Hungary,1,1,draw,,Preliminary round,Doha,1998,False
3099,Norway,Switzerland,0,1,Switzerland,,Preliminary round,St._Georges,1998,False
3100,Oman,Japan,1,0,Oman,,Preliminary round,Los Angeles,1998,False
3101,Oman,Macao,2,1,Oman,,Preliminary round,Guatemala,1998,False
3102,Oman,Nepal,2,1,Oman,,Preliminary round,Los Angeles,1998,False
3103,Pakistan,Iraq,2,2,draw,,Preliminary round,San_Salvador,1998,False
3104,Pakistan,Kazakhstan,3,1,Pakistan,,Preliminary round,Conakry,1998,False
3105,Panama,Belize,2,2,draw,,Preliminary round,Doha,1998,False
3106,Panama,Canada,3,0,Panama,,Preliminary round,Chengdu,1998,False
3107,Panama,Cuba,1,1,draw,,Preliminary round,Dublin,1998,False
3108,Panama,El Salvador,2,0,Panama,,Preliminary round,Dublin,1998,False
3109,Papua New Guinea,Fiji,3,1,Papua New Guinea,,Preliminary round,Conakry,1998,False
3110,Papua New Guinea,New Zealand,3,2,Papua New Guinea,,Preliminary round,Bissau,1998,False
3111,Papua New Guinea,Solomon Islands,3,0,Papua New Guinea,,Preliminary round,Dublin,1998,False
3112,Papua New Guinea,Vanuatu,1,3,Vanuatu,,Preliminary round,Dublin,1998,False
3113,Paraguay,Argentina,1,2,Argentina,,Preliminary round,Georgetown,1998,False
3114,Paraguay,Bolivia,1,1,draw,,Preliminary round,Cap Haitien,1998,False
3115,Paraguay,Chile,1,1,draw,,Preliminary round,Tel Aviv,1998,False
3116,Paraguay,Colombia,6,1,Paraguay,,Preliminary round,Port-au-Prince,1998,False
3117,Paraguay,Ecuador,1,3,Ecuador,,Preliminary round,Tel Aviv,1998,False
3118,Paraguay,Peru,0,0,draw,,Preliminary round,San_Pedro_Sula,1998,False
3119,Paraguay,Uruguay,2,1,Paraguay,,Preliminary round,San_Pedro_Sula,1998,False
3120,Paraguay,Venezuela,11,3,Paraguay,,Preliminary round,San_Pedro_Sula,1998,False
3121,Peru,Argentina,0,4,Argentina,,Preliminary round,Tel Aviv,1998,False
3122,Peru,Bolivia,1,0,Peru,,Preliminary round,Budapest,1998,False
3123,Peru,Chile,1,1,draw,,Preliminary round,Reykjavik,1998,False
3124,Peru,Colombia,2,0,Peru,,Preliminary round,Trieste,1998,False
3125,Peru,Ecuador,0,4,Ecuador,,Preliminary round,Reykjavik,1998,False
3126,Peru,Paraguay,2,0,Peru,,Preliminary round,Doha,1998,False
3127,Peru,Uruguay,0,0,draw,,Preliminary round,Dublin,1998,False
3128,Peru,Venezuela,6,1,Peru,,Preliminary round,Palermo,1998,False
3129,Philippines,Sri Lanka,1,0,Philippines,,Preliminary round,Milano,1998,False
3130,Poland,England,3,0,Poland,,Preliminary round,Dublin,1998,False
3131,Poland,Georgia,2,1,Poland,,Preliminary round,Tel Aviv,1998,False
3132,Poland,Italy,1,0,Poland,,Preliminary round,Tel Aviv,1998,False
3133,Poland,Moldova,3,1,Poland,,Preliminary round,Roma,1998,False
3134,Portugal,Albania,1,1,draw,,Preliminary round,Tel Aviv,1998,False
3135,Portugal,Armenia,1,0,Portugal,,Preliminary round,Perugia,1998,False
3136,Portugal,Germany,1,0,Portugal,,Preliminary round,Abidjan,1998,False
3137,Portugal,Northern Ireland,1,1,draw,,Preliminary round,Abidjan,1998,False
3138,Portugal,Ukraine,1,0,Portugal,,Preliminary round,Abidjan,1998,False
3139,Puerto Rico,Saint Vincent & The Grenadines,2,1,Puerto Rico,,Preliminary round,Abidjan,1998,False
3140,Qatar,China,2,0,Qatar,,Preliminary round,Kingston,1998,False
3141,Qatar,India,8,0,Qatar,,Preliminary round,Tokyo,1998,False
3142,Qatar,Iran,3,0,Qatar,,Preliminary round,Kingston,1998,False
3143,Qatar,Kuwait,1,0,Qatar,,Preliminary round,Kingston,1998,False
3144,Qatar,Philippines,1,2,Philippines,,Preliminary round,Doha,1998,False
3145,Qatar,Saudi Arabia,5,0,Qatar,,Preliminary round,Kingston,1998,False
3146,Qatar,Sri Lanka,1,0,Qatar,,Preliminary round,Doha,1998,False
3147,Romania,Iceland,1,0,Romania,,Preliminary round,Kingston,1998,False
3148,Romania,Ireland,3,1,Romania,,Preliminary round,Nairobi,1998,False
3149,Romania,Liechtenstein,0,2,Liechtenstein,,Preliminary round,Riga,1998,False
3150,Romania,Lithuania,5,0,Romania,,Preliminary round,Tokyo,1998,False
3151,Romania,Macedonia,1,2,Macedonia,,Preliminary round,Riga,1998,False
3152,Russia,Bulgaria,4,0,Russia,,Preliminary round,Accra,1998,False
3153,Russia,Cyprus,1,0,Russia,,Preliminary round,Kobe,1998,False
3154,Russia,Israel,0,1,Israel,,Preliminary round,Accra,1998,False
3155,Russia,Italy,0,5,Italy,,Preliminary round,Eschen,1998,False
3156,Russia,Luxembourg,1,11,Luxembourg,,Preliminary round,Eschen,1998,False
3157,Rwanda,Tunisia,2,0,Rwanda,,Preliminary round,Tokyo,1998,False
3158,Saint Kitts & Nevis,Saint Lucia,0,3,Saint Lucia,,Preliminary round,Irbid,1998,False
3159,Saint Kitts & Nevis,Saint Vincent & The Grenadines,1,1,draw,,Preliminary round,Irbid,1998,False
3160,Saint Lucia,Saint Kitts & Nevis,3,1,Saint Lucia,,Preliminary round,Irbid,1998,False
3161,Saint Vincent & The Grenadines,Honduras,1,1,draw,,Preliminary round,Irbid,1998,False
3162,Saint Vincent & The Grenadines,Jamaica,2,0,Saint Vincent & The Grenadines,,Preliminary round,Nairobi,1998,False
3163,Saint Vincent & The Grenadines,Mexico,8,0,Saint Vincent & The Grenadines,,Preliminary round,Riyadh,1998,False
3164,Saint Vincent & The Grenadines,Puerto Rico,2,0,Saint Vincent & The Grenadines,,Preliminary round,Riyadh,1998,False
3165,Saint Vincent & The Grenadines,Saint Kitts & Nevis,0,0,draw,,Preliminary round,Kuala Lumpur,1998,False
3166,San Marino,Belgium,0,0,draw,,Preliminary round,Riga,1998,False
3167,San Marino,Netherlands,2,0,San Marino,,Preliminary round,Vilnius,1998,False
3168,San Marino,Turkey,2,1,San Marino,,Preliminary round,Vilnius,1998,False
3169,San Marino,Wales,0,2,Wales,,Preliminary round,Riga,1998,False
3170,Saudi Arabia,Bangladesh,1,2,Bangladesh,,Preliminary round,Luxembourg,1998,False
3171,Saudi Arabia,China,0,4,China,,Preliminary round,Luxembourg,1998,False
3172,Saudi Arabia,Iran,3,0,Saudi Arabia,,Preliminary round,Skopje,1998,False
3173,Saudi Arabia,Kuwait,0,3,Kuwait,,Preliminary round,Skopje,1998,False
3174,Saudi Arabia,Malaysia,1,2,Malaysia,,Preliminary round,Antananarivo,1998,False
3175,Saudi Arabia,Qatar,0,1,Qatar,,Preliminary round,Blantyre,1998,False
3176,Saudi Arabia,Taiwan,0,3,Taiwan,,Preliminary round,TaQali,1998,False
3177,Scotland,Austria,0,0,draw,,Preliminary round,Nouakchott,1998,False
3178,Scotland,Belarus,1,5,Belarus,,Preliminary round,Port_Louis,1998,False
3179,Scotland,Estonia,3,1,Scotland,,Preliminary round,Mexico D.F,1998,False
3180,Scotland,Latvia,2,1,Scotland,,Preliminary round,Mexico D.F,1998,False
3181,Scotland,Sweden,1,2,Sweden,,Preliminary round,Riga,1998,False
3182,Senegal,Togo,0,0,draw,,Preliminary round,Beirut,1998,False
3183,Sierra Leone,Burundi,2,2,draw,,Preliminary round,Beirut,1998,False
3184,Sierra Leone,Gabon,5,1,Sierra Leone,,Preliminary round,Mexico D.F,1998,False
3185,Sierra Leone,Ghana,0,3,Ghana,,Preliminary round,Chisinau,1998,False
3186,Sierra Leone,Morocco,1,3,Morocco,,Preliminary round,Chisinau,1998,False
3187,Singapore,Kuwait,4,0,Singapore,,Preliminary round,Rabat,1998,False
3188,Singapore,Lebanon,1,1,draw,,Preliminary round,Maputo,1998,False
3189,Slovakia,Czech Republic,2,0,Slovakia,,Preliminary round,Windhoek,1998,False
3190,Slovakia,Faroe Islands,2,2,draw,,Preliminary round,Beirut,1998,False
3191,Slovakia,Malta,0,1,Malta,,Preliminary round,Beirut,1998,False
3192,Slovakia,Spain,7,1,Slovakia,,Preliminary round,Eindhoven,1998,False
3193,Slovakia,Yugoslavia,0,1,Yugoslavia,,Preliminary round,Diriamba,1998,False
3194,Slovenia,Bosnia and Herzegovina,3,1,Slovenia,,Preliminary round,Vilnius,1998,False
3195,Slovenia,Croatia,2,0,Slovenia,,Preliminary round,Lagos,1998,False
3196,Slovenia,Denmark,0,1,Denmark,,Preliminary round,Vilnius,1998,False
3197,Slovenia,Greece,2,0,Slovenia,,Preliminary round,Belfast,1998,False
3198,Solomon Islands,Australia,1,1,draw,,Preliminary round,Belfast,1998,False
3199,Solomon Islands,Tahiti,0,1,Tahiti,,Preliminary round,Belfast,1998,False
3200,Solomon Islands,Tonga,5,0,Solomon Islands,,Preliminary round,Oslo,1998,False
3201,Solomon Islands,Vanuatu,0,1,Vanuatu,,Preliminary round,Vilnius,1998,False
3202,South Africa,Congo,3,0,South Africa,,Preliminary round,Oslo,1998,False
3203,South Africa,Democratic Republic of the Congo,1,3,Democratic Republic of the Congo,,Preliminary round,Luxembourg,1998,False
3204,South Africa,Malawi,0,2,Malawi,,Preliminary round,Vilnius,1998,False
3205,South Africa,Zambia,4,1,South Africa,,Preliminary round,Panama,1998,False
3206,South Korea,Hong Kong,0,0,draw,,Preliminary round,Panama,1998,False
3207,South Korea,Japan,3,1,South Korea,,Preliminary round,Panama,1998,False
3208,South Korea,Kazakhstan,1,1,draw,,Preliminary round,Panama,1998,False
3209,South Korea,Mexico,0,0,draw,,Preliminary round,Buenos Aires,1998,False
3210,South Korea,Thailand,1,1,draw,,Preliminary round,Lae,1998,False
3211,South Korea,United Arab Emirates,2,1,South Korea,,Preliminary round,Lae,1998,False
3212,South Korea,Uzbekistan,2,1,South Korea,,Preliminary round,Asuncion,1998,False
3213,Spain,Czech Republic,1,0,Spain,,Preliminary round,Asuncion,1998,False
3214,Spain,Faroe Islands,0,0,draw,,Preliminary round,Lima,1998,False
3215,Spain,Malta,1,1,draw,,Preliminary round,Lima,1998,False
3216,Spain,Slovakia,1,1,draw,,Preliminary round,Luxembourg,1998,False
