id_match,home_team,away_team,home_result,away_result,result,date,round,city,edition,is_final
1339,France,Belgium,0,2,Belgium,,Preliminary round,Lome,1982,False
1340,France,Cyprus,2,0,France,,Preliminary round,Tunis,1982,False
1341,France,Ireland,4,0,France,,Preliminary round,Lusaka,1982,False
1342,France,Netherlands,4,1,France,,Preliminary round,Tunis,1982,False
1343,GDR,Malta,3,1,GDR,,Preliminary round,Tunis,1982,False
1344,GDR,Poland,1,1,draw,,Preliminary round,Tunis,1982,False
1345,Gambia,Libya,1,1,draw,,Preliminary round,Algiers,1982,False
1346,Greece,Denmark,0,0,draw,,Preliminary round,Tunis,1982,False
1347,Greece,Italy,3,0,Greece,,Preliminary round,Adelaide,1982,False
1348,Greece,Luxembourg,0,1,Luxembourg,,Preliminary round,Izmir,1982,False
1349,Greece,Yugoslavia,1,2,Yugoslavia,,Preliminary round,Izmir,1982,False
1350,Grenada,Guyana,0,1,Guyana,,Preliminary round,Melbourne,1982,False
1351,Guatemala,Costa Rica,1,2,Costa Rica,,Preliminary round,Sydney,1982,False
1352,Guatemala,El Salvador,3,1,Guatemala,,Preliminary round,Sydney,1982,False
1353,Guatemala,Honduras,2,1,Guatemala,,Preliminary round,Sydney,1982,False
1354,Guatemala,Panama,3,0,Guatemala,,Preliminary round,Ba,1982,False
1355,Guinea,Lesotho,1,1,draw,,Preliminary round,Wien,1982,False
1356,Guinea,Liberia,9,0,Guinea,,Preliminary round,Salzburg,1982,False
1357,Guinea,Nigeria,1,0,Guinea,,Preliminary round,Kampala,1982,False
1358,Guyana,Cuba,1,0,Guyana,,Preliminary round,Wien,1982,False
1359,Guyana,Grenada,0,2,Grenada,,Preliminary round,Doha,1982,False
1360,Guyana,Surinam,3,0,Guyana,,Preliminary round,Doha,1982,False
1361,Haiti,Cuba,2,2,draw,,Preliminary round,Montevideo,1982,False
1362,Haiti,Dutch Antilles,4,0,Haiti,,Preliminary round,Bruxelles,1982,False
1363,Haiti,Mexico,2,0,Haiti,,Preliminary round,Montevideo,1982,False
1364,Haiti,Trinidad and Tobago,0,2,Trinidad and Tobago,,Preliminary round,Antwerpen,1982,False
1365,Honduras,Canada,1,3,Canada,,Preliminary round,Caracas,1982,False
1366,Honduras,Costa Rica,2,3,Costa Rica,,Preliminary round,La_Paz,1982,False
1367,Honduras,Cuba,1,1,draw,,Preliminary round,Caracas,1982,False
1368,Honduras,El Salvador,1,0,Honduras,,Preliminary round,La_Paz,1982,False
1369,Honduras,El Salvador,3,0,Honduras,,Preliminary round,Wrexham,1982,False
1370,Honduras,Guatemala,2,0,Honduras,,Preliminary round,La_Paz,1982,False
1371,Honduras,Haiti,0,2,Haiti,,Preliminary round,Liverpool,1982,False
1372,Honduras,Mexico,0,2,Mexico,,Preliminary round,Zagreb,1982,False
1373,Honduras,Panama,8,0,Honduras,,Preliminary round,Cali,1982,False
1374,Hong Kong,China,6,0,Hong Kong,,Preliminary round,Rio de Janeiro,1982,False
1375,Hong Kong,China,1,1,draw,,Preliminary round,Rio de Janeiro,1982,False
1376,Hong Kong,North Korea,1,0,Hong Kong,,Preliminary round,Cali,1982,False
1377,Hong Kong,Singapore,2,1,Hong Kong,,Preliminary round,Sofija,1982,False
1378,Hungary,England,0,1,England,,Preliminary round,Beograd,1982,False
1379,Hungary,Norway,0,0,draw,,Preliminary round,Lusaka,1982,False
1380,Hungary,Romania,4,2,Hungary,,Preliminary round,Ndola,1982,False
1381,Iceland,USSR,2,1,Iceland,,Preliminary round,Mexico D.F,1982,False
1382,Iceland,Wales,1,1,draw,,Preliminary round,Monterrey,1982,False
1383,Ireland,Belgium,2,1,Ireland,,Preliminary round,Mexico D.F,1982,False
1384,Ireland,Cyprus,3,0,Ireland,,Preliminary round,Santiago,1982,False
1385,Ireland,Netherlands,1,1,draw,,Preliminary round,Santiago,1982,False
1386,Israel,Northern Ireland,0,0,draw,,Preliminary round,Bogota,1982,False
1387,Israel,Sweden,0,1,Sweden,,Preliminary round,Bogota,1982,False
1388,Italy,Denmark,1,3,Denmark,,Preliminary round,Brazzaville,1982,False
1389,Italy,FRG,3,0,Italy,,Preliminary round,Hong Kong,1982,False
1390,Italy,Yugoslavia,1,3,Yugoslavia,,Preliminary round,Lemesos,1982,False
1391,Japan,Macao,1,0,Japan,,Preliminary round,Praha,1982,False
1392,Kenya,Tanzania,1,2,Tanzania,,Preliminary round,København,1982,False
1393,Lesotho,Guinea,2,4,Guinea,,Preliminary round,København,1982,False
1394,Liberia,Guinea,0,1,Guinea,,Preliminary round,Guayaquil,1982,False
1395,Libya,Gambia,1,1,draw,,Preliminary round,Quito,1982,False
1396,Luxembourg,Italy,1,0,Luxembourg,,Preliminary round,Cairo,1982,False
1397,Luxembourg,Yugoslavia,3,1,Luxembourg,,Preliminary round,Cairo,1982,False
1398,Madagascar,Democratic Republic of the Congo,3,2,Madagascar,,Preliminary round,Cairo,1982,False
1399,Malawi,Cameroon,2,0,Malawi,,Preliminary round,Cairo,1982,False
1400,Malta,Poland,2,1,Malta,,Preliminary round,Monterrey,1982,False
1401,Mexico,Canada,3,2,Mexico,,Preliminary round,Monterrey,1982,False
1402,Mexico,United States,2,0,Mexico,,Preliminary round,London,1982,False
1403,Morocco,Senegal,5,0,Morocco,,Preliminary round,London,1982,False
1404,Morocco,Zambia,0,3,Zambia,,Preliminary round,Helsinki,1982,False
1405,Mozambique,Democratic Republic of the Congo,3,1,Mozambique,,Preliminary round,Paris,1982,False
1406,New Zealand,Kuwait,0,1,Kuwait,,Preliminary round,Tirane,1982,False
1407,New Zealand,Saudi Arabia,2,0,New Zealand,,Preliminary round,Tirane,1982,False
1408,New Zealand,Taiwan,3,1,New Zealand,,Preliminary round,Oran,1982,False
1409,Niger,Algeria,2,0,Niger,,Preliminary round,Constantine,1982,False
1410,Niger,Somalia,1,1,draw,,Preliminary round,Leipzig,1982,False
1411,Niger,Togo,9,0,Niger,,Preliminary round,Potsdam,1982,False
1412,Nigeria,Algeria,5,0,Nigeria,,Preliminary round,Wien,1982,False
1413,Nigeria,Guinea,1,0,Nigeria,,Preliminary round,Bruxelles,1982,False
1414,Nigeria,Tanzania,1,0,Nigeria,,Preliminary round,Thessalonike,1982,False
1415,Nigeria,Tunisia,2,2,draw,,Preliminary round,Mexico D.F,1982,False
1416,North Korea,China,2,1,North Korea,,Preliminary round,Sofija,1982,False
1417,North Korea,Japan,3,2,North Korea,,Preliminary round,Monterrey,1982,False
1418,North Korea,Macao,2,0,North Korea,,Preliminary round,Lome,1982,False
1419,Northern Ireland,Israel,1,3,Israel,,Preliminary round,Sofija,1982,False
1420,Northern Ireland,Portugal,3,0,Northern Ireland,,Preliminary round,Yaounde,1982,False
1421,Northern Ireland,Scotland,2,0,Northern Ireland,,Preliminary round,Douala,1982,False
1422,Northern Ireland,Sweden,2,1,Northern Ireland,,Preliminary round,Conakry,1982,False
1423,Norway,England,1,1,draw,,Preliminary round,Toronto,1982,False
1424,Norway,Hungary,2,1,Norway,,Preliminary round,Vancouver,1982,False
1425,Norway,Romania,1,0,Norway,,Preliminary round,Conakry,1982,False
1426,Norway,Switzerland,1,0,Norway,,Preliminary round,Hong Kong,1982,False
1427,Panama,Costa Rica,1,0,Panama,,Preliminary round,Mexico D.F,1982,False
1428,Panama,El Salvador,2,1,Panama,,Preliminary round,Monterrey,1982,False
1429,Panama,Guatemala,1,0,Panama,,Preliminary round,Mexico D.F,1982,False
1430,Panama,Honduras,2,5,Honduras,,Preliminary round,Hong Kong,1982,False
1431,Paraguay,Chile,3,0,Paraguay,,Preliminary round,Hong Kong,1982,False
1432,Paraguay,Ecuador,0,0,draw,,Preliminary round,San_Jose,1982,False
1433,Peru,Colombia,0,3,Colombia,,Preliminary round,San_Jose,1982,False
1434,Peru,Uruguay,2,3,Uruguay,,Preliminary round,San_Jose,1982,False
1435,Poland,GDR,2,0,Poland,,Preliminary round,San_Jose,1982,False
1436,Poland,Malta,1,0,Poland,,Preliminary round,La_Habana,1982,False
1437,Portugal,Israel,4,1,Portugal,,Preliminary round,Singapore,1982,False
1438,Portugal,Northern Ireland,0,2,Northern Ireland,,Preliminary round,Hong Kong,1982,False
1439,Portugal,Scotland,3,0,Portugal,,Preliminary round,La_Habana,1982,False
1440,Portugal,Sweden,0,2,Sweden,,Preliminary round,Levkosia,1982,False
1441,Qatar,Bahrain,0,7,Bahrain,,Preliminary round,Lemesos,1982,False
1442,Qatar,Iraq,2,3,Iraq,,Preliminary round,Levkosia,1982,False
1443,Qatar,Saudi Arabia,2,0,Qatar,,Preliminary round,Praha,1982,False
1444,Qatar,Syria,0,1,Syria,,Preliminary round,København,1982,False
1445,Romania,England,1,3,England,,Preliminary round,Hong Kong,1982,False
1446,Romania,Hungary,4,0,Romania,,Preliminary round,København,1982,False
1447,Romania,Norway,1,1,draw,,Preliminary round,Willemstad,1982,False
1448,Romania,Switzerland,0,0,draw,,Preliminary round,Willemstad,1982,False
1449,Saudi Arabia,China,2,0,Saudi Arabia,,Preliminary round,San_Salvador,1982,False
1450,Saudi Arabia,Kuwait,1,0,Saudi Arabia,,Preliminary round,San_Salvador,1982,False
1451,Saudi Arabia,New Zealand,2,1,Saudi Arabia,,Preliminary round,San_Salvador,1982,False
1452,Scotland,Israel,4,1,Scotland,,Preliminary round,San_Salvador,1982,False
1453,Scotland,Northern Ireland,4,0,Scotland,,Preliminary round,London,1982,False
1454,Scotland,Portugal,1,1,draw,,Preliminary round,Singapore,1982,False
1455,Scotland,Sweden,2,1,Scotland,,Preliminary round,London,1982,False
1456,Senegal,Morocco,1,0,Senegal,,Preliminary round,Singapore,1982,False
1457,Sierra Leone,Algeria,0,1,Algeria,,Preliminary round,Hong Kong,1982,False
1458,Singapore,Japan,2,1,Singapore,,Preliminary round,Singapore,1982,False
1459,Singapore,North Korea,6,0,Singapore,,Preliminary round,Budapest,1982,False
1460,Somalia,Niger,3,0,Somalia,,Preliminary round,Budapest,1982,False
1461,South Korea,Malaysia,0,0,draw,,Preliminary round,Addis Ababa,1982,False
1462,South Korea,Thailand,0,2,Thailand,,Preliminary round,Helsinki,1982,False
1463,Sudan,Algeria,1,0,Sudan,,Preliminary round,Reykjavik,1982,False
1464,Surinam,Cuba,0,0,draw,,Preliminary round,Singapore,1982,False
1465,Surinam,Guyana,4,0,Surinam,,Preliminary round,Singapore,1982,False
1466,Sweden,Israel,1,0,Sweden,,Preliminary round,Tehran,1982,False
1467,Sweden,Northern Ireland,0,2,Northern Ireland,,Preliminary round,Athina,1982,False
1468,Sweden,Portugal,2,3,Portugal,,Preliminary round,St._Georges,1982,False
1469,Sweden,Scotland,3,0,Sweden,,Preliminary round,Tehran,1982,False
1470,Switzerland,England,0,0,draw,,Preliminary round,Guatemala,1982,False
1471,Switzerland,Hungary,0,0,draw,,Preliminary round,Guatemala,1982,False
1472,Switzerland,Norway,1,0,Switzerland,,Preliminary round,Tehran,1982,False
1473,Switzerland,Romania,0,1,Romania,,Preliminary round,Guatemala,1982,False
1474,Syria,Bahrain,5,0,Syria,,Preliminary round,Guatemala,1982,False
1475,Syria,Saudi Arabia,3,1,Syria,,Preliminary round,Conakry,1982,False
1476,Taiwan,Australia,1,0,Taiwan,,Preliminary round,Conakry,1982,False
1477,Taiwan,Fiji,0,3,Fiji,,Preliminary round,Linden,1982,False
1478,Taiwan,Indonesia,5,2,Taiwan,,Preliminary round,Georgetown,1982,False
1479,Taiwan,New Zealand,0,1,New Zealand,,Preliminary round,Georgetown,1982,False
1480,Tanzania,Kenya,2,0,Tanzania,,Preliminary round,Shiraz,1982,False
1481,Tanzania,Nigeria,2,2,draw,,Preliminary round,Tehran,1982,False
1482,Togo,Niger,2,0,Togo,,Preliminary round,Shiraz,1982,False
1483,Trinidad and Tobago,Dutch Antilles,0,0,draw,,Preliminary round,Dublin,1982,False
1484,Trinidad and Tobago,Haiti,1,0,Trinidad and Tobago,,Preliminary round,Dublin,1982,False
1485,Tunisia,Nigeria,2,0,Tunisia,,Preliminary round,Tel Aviv,1982,False
1486,Turkey,Czechoslovakia,1,0,Turkey,,Preliminary round,Port-au-Prince,1982,False
1487,Turkey,Iceland,0,0,draw,,Preliminary round,Tel Aviv,1982,False
1488,Turkey,USSR,2,0,Turkey,,Preliminary round,Port-au-Prince,1982,False
1489,Turkey,Wales,1,1,draw,,Preliminary round,Tegucigalpa,1982,False
1490,USSR,Czechoslovakia,0,2,Czechoslovakia,,Preliminary round,Helsinki,1982,False
1491,USSR,Iceland,2,1,USSR,,Preliminary round,Budapest,1982,False
1492,USSR,Turkey,2,0,USSR,,Preliminary round,Paris,1982,False
1493,USSR,Wales,0,0,draw,,Preliminary round,Banjul,1982,False
1494,United States,Canada,6,1,United States,,Preliminary round,Torino,1982,False
1495,United States,Mexico,3,0,United States,,Preliminary round,Roma,1982,False
1496,Uruguay,Colombia,2,0,Uruguay,,Preliminary round,Tegucigalpa,1982,False
1497,Uruguay,Peru,0,0,draw,,Preliminary round,Tegucigalpa,1982,False
1498,Venezuela,Bolivia,5,0,Venezuela,,Preliminary round,Tegucigalpa,1982,False
1499,Venezuela,Brazil,0,1,Brazil,,Preliminary round,Hong Kong,1982,False
1500,Wales,Czechoslovakia,3,2,Wales,,Preliminary round,Bouake,1982,False
1501,Wales,Iceland,0,0,draw,,Preliminary round,Hong Kong,1982,False
1502,Wales,Turkey,2,2,draw,,Preliminary round,Bouake,1982,False
1503,Wales,USSR,2,2,draw,,Preliminary round,Hong Kong,1982,False
1504,Yugoslavia,Denmark,0,2,Denmark,,Preliminary round,Tel Aviv,1982,False
1505,Yugoslavia,Greece,1,1,draw,,Preliminary round,Hong Kong,1982,False
1506,Yugoslavia,Italy,1,2,Italy,,Preliminary round,Reykjavik,1982,False
1507,Yugoslavia,Luxembourg,0,4,Luxembourg,,Preliminary round,Reykjavik,1982,False
1508,Zambia,Ethiopia,1,0,Zambia,,Preliminary round,Kuwait,1982,False
1509,Zambia,Morocco,2,1,Zambia,,Preliminary round,Doha,1982,False
1510,Zimbabwe,Cameroon,4,0,Zimbabwe,,Preliminary round,Kuwait,1982,False
1511,Mexico,Canada,0,0,draw,,Semi-finals,Buenos Aires,1982,True
1512,Mexico,Cuba,2,2,draw,,Semi-finals,Cordoba,1982,True
1513,Morocco,Cameroon,3,2,Morocco,,Semi-finals,Cordoba,1982,True
1514,Bulgaria,Italy,1,1,draw,1986-05-31,Group,Mexico D.F,1986,True
1515,Canada,France,0,1,France,1986-06-01,Group,Leon,1986,True
1516,Spain,Brazil,0,1,Brazil,1986-06-01,Group,Guadalajara,1986,True
1517,Morocco,Poland,0,0,draw,1986-06-02,Group,Monterrey,1986,True
1518,USSR,Hungary,6,0,USSR,1986-06-02,Group,Irapuato,1986,True
1519,Algeria,Northern Ireland,1,1,draw,1986-06-03,Group,Guadalajara,1986,True
1520,Belgium,Mexico,1,2,Mexico,1986-06-03,Group,Mexico D.F,1986,True
1521,Portugal,England,1,0,Portugal,1986-06-03,Group,Monterrey,1986,True
1522,Paraguay,Iraq,1,0,Paraguay,1986-06-04,Group,Toluca,1986,True
1523,Scotland,Denmark,0,1,Denmark,1986-06-04,Group,Nezahualcoyotl,1986,True
