id_match,id_team,Number_of_goals_scored,Number_of_goals_conceded
1653,73,2,1
1654,73,1,0
1655,73,3,0
1656,76,3,2
1657,76,3,0
1658,76,4,1
1659,76,0,1
1660,77,1,1
1661,77,0,1
1662,77,1,1
1663,77,1,1
1664,77,1,0
1665,78,1,0
1666,78,4,0
1667,78,2,2
1668,78,1,3
1669,80,0,2
1670,83,2,0
1671,83,2,0
1672,84,6,0
1673,84,0,2
1674,84,1,2
1675,87,0,2
1676,87,2,2
1677,89,1,2
1678,91,3,0
1679,92,1,0
1680,92,1,1
1681,92,4,0
1682,93,0,1
1683,93,0,2
1684,93,1,0
1685,93,2,1
1686,93,3,0
1687,94,3,0
1688,94,1,0
1689,94,2,2
1690,94,3,3
1691,95,0,0
1692,95,1,0
1693,95,13,0
1694,96,5,0
1695,96,1,2
1696,96,0,1
1697,97,2,2
1698,97,2,0
1699,97,1,0
1700,98,0,2
1701,98,1,0
1702,98,2,4
1703,98,1,0
1704,100,1,0
1705,100,0,0
1706,100,2,1
1707,100,1,2
1708,100,1,1
1709,100,0,1
1710,101,3,1
1711,101,2,0
1712,101,0,0
1713,101,2,2
1714,103,1,0
1715,103,6,0
1716,103,2,1
1717,106,3,0
1718,106,0,1
1719,106,0,1
1720,106,2,1
1721,107,0,0
1722,107,1,0
1723,109,0,1
1724,109,1,2
1725,110,2,4
1726,110,0,1
1727,116,1,1
1728,117,0,5
1729,117,3,1
1730,117,1,1
1731,120,2,0
1732,120,5,0
1733,120,1,1
1734,120,2,1
1735,121,5,1
1736,121,2,0
1737,121,4,0
1738,123,3,0
1739,124,0,0
1740,124,1,0
1741,125,3,0
1742,125,2,1
1743,128,2,2
1744,128,4,0
1745,128,0,0
1746,128,0,1
1747,130,1,1
1748,136,0,2
1749,136,4,0
1750,136,0,0
1751,136,0,0
1752,136,0,1
1753,140,2,0
1754,140,0,0
1755,141,0,3
1756,141,0,3
1757,141,0,1
1758,141,1,2
1759,143,3,2
1760,143,1,2
1761,143,1,0
1762,146,0,1
1763,146,5,0
1764,146,2,2
1765,147,0,0
1766,147,5,1
1767,148,1,1
1768,148,5,0
1769,149,1,0
1770,149,0,2
1771,149,1,2
1772,150,0,0
1773,150,2,0
1774,150,1,0
1775,154,1,3
1776,159,0,0
1777,159,2,1
1778,160,1,0
1779,160,4,0
1780,161,2,1
1781,175,3,2
1782,175,5,2
1783,176,4,0
1784,180,2,0
1785,187,1,2
1786,187,1,0
1787,190,1,0
1788,192,0,2
1789,193,0,2
1790,195,4,0
1791,195,2,1
1792,196,10,0
1793,201,2,0
1794,202,1,2
1795,202,2,0
1796,202,1,0
1797,205,0,4
1798,205,1,0
1799,206,3,1
1800,206,0,2
1801,206,0,2
1802,206,4,0
1803,207,3,2
1804,207,2,0
1805,207,1,2
1806,207,1,2
1807,213,5,1
1808,215,3,0
1809,215,1,0
1810,216,0,1
1811,216,1,3
1812,216,4,0
1813,218,0,0
1814,218,1,0
1815,218,3,1
1816,221,5,0
1817,221,5,0
1818,221,3,3
1819,223,0,1
1820,223,2,0
1821,223,1,0
1822,226,3,2
1823,226,1,0
1824,226,2,0
1825,226,2,3
1826,227,3,2
1827,227,0,0
1828,227,2,0
1829,228,1,0
1830,193,0,0
1831,195,2,1
1832,199,3,3
1833,10,0,1
1834,104,1,0
1835,212,0,2
1836,215,0,2
1837,28,2,1
1838,47,1,0
1839,141,1,1
1840,10,2,0
1841,218,0,0
1842,35,2,1
1843,226,1,0
1844,14,0,1
1845,28,1,0
1846,68,0,0
1847,195,1,2
1848,21,3,1
1849,10,1,1
1850,35,0,4
1851,104,2,0
1852,226,4,1
1853,28,1,0
1854,195,1,2
1855,21,1,2
1856,68,1,0
1857,35,2,1
1858,54,4,1
1859,28,0,1
1860,104,2,0
1861,68,1,0
1862,190,1,2
1863,226,0,0
1864,68,3,2
1865,104,1,1
1866,104,2,1
1867,101,3,2
1868,202,3,1
1869,205,1,1
1870,205,2,3
1871,221,1,1
1872,223,2,1
1873,226,2,0
1874,2,1,2
1875,2,2,0
1876,2,0,5
1877,3,2,1
1878,3,1,0
1879,3,1,1
1880,6,1,1
1881,6,2,1
1882,6,2,0
1883,6,4,0
1884,9,2,3
1885,13,0,1
1886,13,2,1
1887,13,6,2
1888,14,2,2
1889,14,4,2
1890,14,4,0
1891,14,2,0
1892,18,8,0
1893,18,1,2
1894,18,6,0
1895,21,1,3
1896,21,2,1
1897,21,1,0
1898,21,1,2
1899,25,2,0
1900,25,0,0
1901,28,2,2
1902,28,1,1
1903,31,1,1
1904,31,1,5
1905,31,3,0
1906,32,2,1
1907,35,1,0
1908,35,2,1
1909,35,4,2
1910,35,0,0
1911,36,3,2
1912,41,1,1
1913,41,0,2
1914,42,1,0
1915,42,0,0
1916,42,1,2
1917,42,3,0
1918,42,0,0
1919,42,1,1
1920,43,5,0
1921,43,2,2
1922,43,6,0
1923,47,0,1
1924,47,1,1
1925,47,1,0
1926,47,1,1
1927,47,1,0
1928,48,0,4
1929,48,0,2
1930,48,1,0
1931,50,1,1
1932,52,0,1
1933,52,0,3
1934,52,6,0
1935,52,2,0
1936,54,2,2
1937,54,2,1
1938,54,2,0
1939,54,3,1
1940,57,3,1
1941,57,2,0
1942,57,0,0
1943,61,2,1
1944,61,1,3
1945,65,2,0
1946,65,1,4
1947,66,1,1
1948,66,4,0
1949,66,1,0
1950,66,0,2
1951,67,0,1
1952,67,0,3
1953,67,0,1
1954,67,3,1
1955,68,0,0
1956,68,2,1
1957,68,3,0
1958,73,5,1
1959,73,0,0
1960,73,0,1
1961,73,8,0
1962,73,3,1
1963,73,0,0
1964,75,1,0
1965,76,0,1
1966,76,1,2
1967,76,2,0
1968,77,2,0
1969,77,3,0
1970,77,0,1
1971,77,0,1
1972,78,1,2
1973,78,0,0
1974,78,1,1
1975,78,2,1
1976,79,1,1
1977,79,2,0
1978,79,2,1
1979,83,1,0
1980,84,1,4
1981,84,4,0
1982,84,1,0
1983,87,0,1
1984,87,2,0
1985,87,1,0
1986,87,6,0
1987,87,6,0
1988,89,1,1
1989,91,4,0
1990,93,0,8
1991,94,2,1
1992,94,3,1
1993,94,1,2
1994,95,1,4
1995,95,0,0
1996,95,1,2
1997,95,3,0
1998,96,1,2
1999,96,3,0
2000,96,6,0
2001,96,4,0
2002,98,0,0
2003,98,3,0
2004,98,1,0
2005,99,5,0
2006,99,1,2
2007,99,2,3
2008,100,1,0
2009,100,0,3
2010,100,5,0
2011,101,0,0
2012,101,2,0
2013,101,1,0
2014,101,4,0
2015,103,1,3
2016,103,0,1
2017,103,2,0
2018,104,1,2
2019,105,1,0
2020,105,2,1
2021,106,0,0
2022,106,5,0
2023,106,1,0
2024,107,0,0
2025,107,1,3
2026,107,1,2
2027,109,2,0
2028,109,3,0
2029,109,2,0
2030,110,0,0
2031,110,0,2
2032,116,1,1
2033,116,0,0
2034,116,2,1
2035,116,7,1
2036,117,0,0
2037,117,3,0
2038,120,3,1
2039,120,1,1
2040,120,5,1
2041,120,1,1
2042,124,3,1
2043,124,1,0
2044,124,0,0
2045,124,0,1
2046,125,2,0
2047,125,1,3
2048,125,0,1
2049,125,0,1
2050,128,3,2
2051,128,2,0
2052,128,1,5
2053,128,3,0
2054,136,3,0
2055,136,0,2
2056,136,3,0
2057,141,1,0
2058,141,0,1
2059,141,3,0
2060,143,0,0
2061,143,4,1
2062,143,2,0
2063,146,0,0
2064,146,1,2
2065,146,3,2
2066,147,3,0
2067,147,2,0
2068,147,7,0
2069,147,8,0
2070,147,0,0
2071,148,2,0
2072,148,0,1
2073,149,3,0
2074,149,0,0
2075,149,1,0
2076,149,0,0
2077,150,2,0
2078,150,0,1
2079,150,2,2
2080,150,1,3
2081,151,1,1
2082,151,2,0
2083,151,1,0
2084,152,2,0
2085,152,4,0
2086,154,3,0
2087,156,1,4
2088,156,1,0
2089,157,2,0
2090,157,1,0
2091,159,1,1
2092,159,4,0
2093,159,2,1
2094,160,1,0
2095,160,0,0
2096,160,2,0
2097,160,0,3
2098,161,0,0
2099,162,1,1
2100,162,2,0
2101,162,2,2
2102,162,0,0
2103,162,1,1
2104,164,2,2
2105,164,1,0
2106,164,7,0
2107,174,0,0
2108,174,1,0
2109,174,3,0
2110,174,0,8
2111,174,0,5
2112,175,0,5
2113,175,3,0
2114,175,0,0
2115,175,4,0
2116,181,0,1
2117,181,0,3
2118,181,1,2
2119,181,1,4
2120,187,2,0
2121,187,2,0
2122,187,0,0
2123,187,1,3
2124,187,0,1
2125,187,1,0
2126,190,2,1
2127,190,3,3
2128,190,2,3
2129,190,1,1
2130,192,1,2
2131,195,2,2
2132,195,0,1
2133,195,1,1
2134,196,3,0
2135,196,0,0
2136,196,1,2
2137,196,1,0
2138,197,0,1
2139,197,4,1
2140,199,2,1
2141,205,1,0
2142,205,2,0
2143,206,1,0
2144,207,2,0
2145,207,0,2
2146,212,0,3
2147,212,2,3
2148,212,1,0
2149,212,2,1
2150,213,1,1
2151,216,1,1
2152,223,1,1
2153,226,0,4
2154,226,1,5
2155,187,0,0
2156,73,0,1
2157,101,0,2
2158,82,1,0
2159,21,1,0
2160,43,1,3
2161,150,1,0
2162,28,2,0
2163,35,2,2
2164,141,2,1
2165,10,4,0
2166,82,1,1
2167,146,3,0
2168,164,1,4
2169,104,1,0
2170,28,3,0
2171,195,3,1
2172,10,2,1
2173,21,1,0
2174,174,2,1
2175,31,4,0
2176,196,0,2
2177,25,1,3
2178,28,1,1
2179,104,1,1
2180,165,6,1
2181,21,0,1
2182,136,1,2
2183,84,0,2
2184,10,0,2
2185,82,3,2
2186,190,3,0
2187,164,3,2
2188,174,1,3
2189,131,1,1
2190,146,1,2
2191,104,2,1
2192,141,2,3
2193,31,2,1
2194,164,2,2
2195,31,1,2
2196,195,0,1
2197,195,4,0
2198,28,0,0
2199,146,1,0
2200,106,1,5
2201,106,1,0
2202,106,2,1
2203,114,4,1
2204,119,5,1
2205,119,1,1
2206,120,2,0
2207,120,1,3
2208,121,0,1
2209,125,1,1
2210,128,0,0
2211,128,1,1
2212,2,4,0
2213,2,3,1
2214,2,3,2
2215,2,1,0
2216,2,2,2
2217,2,2,0
2218,3,1,3
2219,3,3,0
2220,3,2,0
2221,3,1,0
2222,6,1,1
2223,6,0,0
2224,9,2,0
2225,9,3,2
2226,10,1,0
2227,10,0,0
2228,10,1,0
2229,10,5,0
2230,13,0,0
2231,13,5,0
2232,13,2,1
2233,13,1,1
2234,13,0,1
2235,14,0,1
2236,14,2,0
2237,14,1,1
2238,14,1,1
2239,14,0,0
2240,17,1,0
2241,17,1,1
2242,17,2,0
2243,17,3,2
2244,18,1,0
2245,18,0,0
2246,18,1,0
2247,18,0,2
2248,19,0,3
2249,21,0,0
2250,21,0,5
2251,21,0,3
2252,21,1,1
2253,21,3,1
2254,23,1,1
2255,23,0,1
2256,23,1,0
2257,24,5,0
2258,24,0,0
2259,24,0,0
2260,24,1,0
2261,24,0,4
2262,25,0,0
2263,25,2,0
2264,25,3,0
2265,25,1,0
2266,27,0,3
2267,27,1,0
2268,28,0,2
2269,28,0,2
2270,28,3,0
2271,28,0,2
2272,28,0,0
2273,31,1,1
2274,31,1,0
2275,31,2,0
2276,31,1,1
2277,31,3,0
2278,33,2,0
2279,33,0,0
2280,35,1,0
2281,35,2,2
2282,35,1,1
2283,35,2,0
2284,36,1,0
2285,36,1,0
2286,36,1,1
2287,36,0,1
2288,36,4,1
2289,36,3,0
2290,36,2,1
2291,42,2,0
2292,42,2,0
2293,42,0,1
2294,42,0,1
2295,43,1,2
2296,43,0,2
2297,43,3,1
2298,45,0,4
2299,45,1,1
2300,47,1,1
2301,47,1,0
2302,47,1,1
2303,47,1,0
2304,48,1,0
2305,48,0,0
2306,48,4,2
2307,48,1,2
2308,52,1,2
2309,52,1,1
2310,52,0,2
2311,52,0,0
2312,52,2,0
2313,54,3,0
2314,54,0,0
2315,54,0,2
2316,54,0,1
2317,54,1,4
2318,56,0,0
2319,56,0,0
2320,57,2,1
2321,57,1,4
2322,57,2,1
2323,57,1,2
2324,57,0,2
2325,57,0,0
2326,60,3,1
2327,61,2,2
2328,65,0,2
2329,65,1,1
2330,65,0,0
2331,65,3,1
2332,66,1,0
2333,66,2,1
2334,66,1,0
2335,67,4,1
2336,67,0,0
2337,67,3,0
2338,67,1,1
2339,67,3,0
2340,67,1,0
2341,67,1,2
2342,68,3,1
2343,68,0,2
2344,68,2,0
2345,68,1,0
2346,68,1,0
2347,71,0,2
2348,71,5,4
2349,71,0,0
2350,71,2,1
2351,71,1,0
2352,72,1,2
2353,72,2,0
2354,72,3,0
2355,74,1,1
2356,74,2,0
2357,74,1,1
2358,74,2,2
2359,74,3,0
2360,75,2,0
2361,75,4,0
2362,76,7,0
2363,76,1,2
2364,76,0,3
2365,76,3,0
2366,76,0,4
2367,77,1,0
2368,77,9,0
2369,77,0,0
2370,77,4,0
2371,77,1,0
2372,79,5,0
2373,79,3,1
2374,82,0,3
2375,83,1,1
2376,83,0,0
2377,84,5,1
2378,84,1,0
2379,84,3,0
2380,84,3,0
2381,87,2,2
2382,89,1,1
2383,89,4,0
2384,89,2,0
2385,91,3,2
2386,92,0,2
2387,93,4,0
2388,93,1,2
2389,93,4,0
2390,93,0,0
2391,93,1,0
2392,93,3,1
2393,93,3,0
2394,94,0,0
2395,94,2,1
2396,94,2,2
2397,94,0,1
2398,95,2,1
2399,95,1,2
2400,95,1,2
2401,95,2,0
2402,96,2,0
2403,96,0,0
2404,96,1,0
2405,96,0,3
2406,97,0,3
2407,97,1,1
2408,97,2,0
2409,97,2,1
2410,98,0,1
2411,98,0,1
2412,98,2,1
2413,98,1,0
2414,99,1,0
2415,99,3,0
2416,99,0,1
2417,99,1,0
2418,99,0,0
2419,99,2,1
2420,100,1,1
2421,100,1,0
2422,100,0,0
2423,100,5,0
2424,100,1,1
2425,100,1,1
2426,100,2,0
2427,101,2,2
2428,101,2,0
2429,101,1,1
2430,101,0,4
2431,101,1,3
2432,101,2,0
2433,101,0,0
2434,103,1,2
2435,103,4,1
2436,103,1,0
2437,103,3,1
2438,103,3,0
2439,104,0,0
2440,104,4,2
2441,104,3,1
2442,104,1,0
2443,104,2,1
2444,104,2,1
2445,105,0,2
2446,105,1,2
2447,105,3,1
2448,105,2,1
2449,105,1,1
2450,106,0,0
2451,113,3,0
2452,113,2,1
2453,113,2,1
2454,116,2,0
2455,119,6,0
2456,119,0,2
2457,120,4,0
2458,123,1,1
2459,123,2,1
2460,128,1,0
2461,128,2,0
2462,131,1,1
2463,131,5,0
2464,131,0,0
2465,131,2,0
2466,136,2,0
2467,137,2,1
2468,139,0,1
2469,141,1,4
2470,141,2,0
2471,143,1,2
2472,143,2,0
2473,144,1,0
2474,145,2,1
2475,146,1,1
2476,146,1,0
2477,146,1,0
2478,147,3,1
2479,147,0,3
2480,147,3,0
2481,147,6,1
2482,147,2,0
2483,147,5,2
2484,147,1,2
2485,149,2,1
2486,149,1,0
2487,149,1,0
2488,149,1,0
2489,149,1,0
2490,149,2,3
2491,150,2,0
2492,150,1,2
2493,150,0,1
2494,150,4,0
2495,150,2,1
2496,151,0,0
2497,151,1,0
2498,151,1,0
2499,152,1,1
2500,152,0,1
2501,152,2,0
2502,152,1,0
2503,154,2,1
2504,156,5,0
2505,156,4,2
2506,156,2,3
2507,157,1,0
2508,157,0,1
2509,157,2,3
2510,159,2,0
2511,159,5,1
2512,159,5,0
2513,159,1,4
2514,159,3,0
2515,160,0,1
2516,160,1,2
2517,160,4,0
2518,160,0,0
2519,160,1,2
2520,161,7,1
2521,161,3,0
2522,162,1,1
2523,162,1,0
2524,162,4,1
2525,162,1,1
2526,164,2,1
2527,164,5,1
2528,164,0,0
2529,164,3,1
2530,164,1,0
2531,165,1,1
2532,165,4,0
2533,165,2,0
2534,165,2,0
2535,169,1,0
2536,170,2,4
2537,170,0,0
2538,170,0,1
2539,170,5,0
2540,170,3,0
2541,172,0,6
2542,172,3,1
2543,172,6,1
2544,172,0,0
2545,172,0,3
2546,174,0,2
2547,174,0,0
2548,174,3,0
2549,174,0,3
2550,174,0,1
2551,175,2,0
2552,175,2,1
2553,175,2,1
2554,175,0,1
2555,175,3,1
2556,176,3,2
2557,176,2,0
2558,176,0,0
2559,176,1,0
2560,181,0,0
2561,181,4,0
2562,181,1,2
2563,181,2,1
2564,184,1,0
2565,184,2,0
2566,186,3,0
2567,186,2,1
2568,187,2,0
2569,187,3,1
2570,187,1,1
2571,187,4,0
2572,187,1,2
2573,187,0,1
2574,187,2,0
2575,190,0,0
2576,190,4,0
2577,190,1,1
2578,190,2,1
2579,190,0,2
2580,190,1,3
2581,190,3,0
2582,191,2,2
2583,191,6,0
2584,191,3,2
2585,191,1,1
2586,193,0,2
2587,193,1,0
2588,194,0,2
2589,194,1,3
2590,195,2,1
2591,195,2,1
2592,195,1,1
2593,195,0,0
2594,195,1,2
2595,196,0,0
2596,196,0,0
2597,196,1,0
2598,196,0,0
2599,196,0,0
2600,197,1,1
2601,197,0,3
2602,197,3,0
2603,198,1,0
2604,198,0,1
2605,199,2,0
2606,199,0,0
2607,199,1,2
2608,201,0,0
2609,201,1,1
2610,201,4,0
2611,202,2,0
2612,202,11,0
2613,202,5,0
2614,202,0,1
2615,203,0,4
2616,203,0,0
2617,203,2,2
2618,205,1,2
2619,205,0,0
2620,206,1,1
2621,206,3,0
2622,206,2,2
2623,207,8,0
2624,207,0,0
2625,207,0,5
2626,207,0,0
2627,207,0,3
2628,215,4,0
2629,215,3,0
2630,215,0,1
2631,215,2,2
2632,216,1,0
2633,216,2,0
2634,216,0,0
2635,218,0,0
2636,218,2,1
2637,218,10,0
2638,218,1,0
2639,220,2,1
2640,220,3,2
2641,221,1,0
2642,221,1,1
2643,221,0,1
2644,221,1,1
2645,222,7,0
2646,222,5,1
2647,222,1,0
2648,222,2,0
2649,223,1,0
2650,223,0,1
2651,223,0,4
2652,223,0,0
2653,223,0,4
2654,225,3,1
2655,225,2,1
2656,225,0,2
2657,225,0,0
2658,227,1,2
2659,227,1,1
2660,227,1,0
2661,227,3,0
2662,227,1,0
2663,228,0,0
2664,228,5,0
2665,228,3,2
2666,228,1,1
2667,228,3,0
2668,141,1,0
2669,141,1,0
2670,136,2,1
2671,136,0,0
2672,143,1,1
2673,28,2,1
2674,136,2,2
2675,35,1,1
2676,104,2,2
2677,77,3,0
2678,156,0,0
2679,174,0,1
2680,141,0,0
2681,190,2,3
2682,10,1,0
2683,105,1,3
2684,226,1,0
2685,68,2,0
2686,164,1,0
2687,28,3,0
2688,175,1,1
2689,41,1,1
2690,104,3,0
2691,77,4,0
2692,186,1,1
2693,146,1,0
2694,190,0,0
2695,21,2,2
2696,106,0,1
2697,10,5,0
2698,82,2,2
2699,43,1,0
2700,164,2,1
2701,28,1,2
2702,41,1,1
2703,104,2,1
2704,175,0,3
2705,77,2,1
2706,146,1,3
2707,186,2,2
2708,190,6,1
2709,82,2,0
2710,141,2,2
2711,10,1,0
2712,43,0,2
2713,106,1,2
2714,164,1,1
2715,28,4,1
2716,104,1,0
2717,77,1,0
2718,146,1,4
2719,82,2,1
2720,141,2,1
2721,10,2,2
2722,164,0,1
2723,28,3,2
2724,104,0,0
2725,82,0,3
2726,141,2,1
2727,28,1,1
2728,77,2,1
2729,81,1,1
2730,81,2,1
2731,82,0,1
2732,89,2,2
2733,94,0,0
2734,95,3,2
2735,98,0,1
2736,99,2,1
2737,99,0,0
2738,2,1,2
2739,2,0,0
2740,2,2,1
2741,2,5,1
2742,2,0,5
2743,3,1,1
2744,6,0,8
2745,6,0,5
2746,6,1,3
2747,6,4,1
2748,9,0,3
2749,10,1,4
2750,10,6,0
2751,10,0,3
2752,10,1,3
2753,10,4,2
2754,10,1,1
2755,10,2,1
2756,10,0,1
2757,11,0,1
2758,11,2,0
2759,11,2,2
2760,11,2,1
2761,11,1,1
2762,12,1,0
2763,13,1,3
2764,13,0,3
2765,13,1,0
2766,13,3,0
2767,14,1,3
2768,14,4,0
2769,14,0,1
2770,14,1,2
2771,14,5,0
2772,15,1,0
2773,15,1,2
2774,15,3,1
2775,15,1,5
2776,17,1,2
2777,17,4,1
2778,18,4,0
2779,18,2,1
2780,18,2,1
2781,19,2,1
2782,19,1,1
2783,20,1,1
2784,20,1,1
2785,20,0,0
2786,20,3,0
2787,20,1,7
2788,21,0,7
2789,21,1,1
2790,21,0,3
2791,21,3,0
2792,21,1,0
2793,21,0,0
2794,22,0,5
2795,25,4,3
2796,25,0,0
2797,25,0,0
2798,25,2,0
2799,25,2,1
2800,25,1,1
2801,25,8,0
2802,25,2,1
2803,26,3,0
2804,26,3,0
2805,26,3,1
2806,26,3,0
2807,31,1,1
2808,31,1,0
2809,31,1,3
2810,31,6,1
2811,32,0,0
2812,32,2,1
2813,32,3,1
2814,32,1,3
2815,33,3,0
2816,34,1,0
2817,34,1,0
2818,34,0,0
2819,35,3,0
2820,35,4,1
2821,35,7,0
2822,36,2,0
2823,36,0,1
2824,36,1,1
2825,36,3,0
2826,36,1,1
2827,36,1,0
2828,36,3,0
2829,36,5,0
2830,38,2,1
2831,41,3,1
2832,41,0,1
2833,41,0,6
2834,41,0,0
2835,41,0,3
2836,41,0,4
2837,41,0,0
2838,41,0,0
2839,42,1,0
2840,42,3,2
2841,42,1,1
2842,42,5,0
2843,42,4,0
2844,42,1,0
2845,42,1,1
2846,43,1,1
2847,43,2,1
2848,43,1,4
2849,43,8,1
2850,43,3,0
2851,43,0,6
2852,43,1,4
2853,43,1,7
2854,45,0,7
2855,45,0,2
2856,45,1,3
2857,45,0,0
2858,47,4,1
2859,47,0,1
2860,47,3,0
2861,47,1,0
2862,47,1,2
2863,47,1,0
2864,47,0,5
2865,47,0,1
2866,48,1,2
2867,49,1,2
2868,49,3,0
2869,49,2,0
2870,49,2,0
2871,49,0,2
2872,49,2,1
2873,50,1,0
2874,50,3,1
2875,50,7,0
2876,50,0,0
2877,50,6,0
2878,52,2,0
2879,52,2,0
2880,52,2,1
2881,52,1,0
2882,53,1,1
2883,53,4,0
2884,53,3,0
2885,53,4,1
2886,53,1,0
2887,56,2,2
2888,56,1,0
2889,56,2,3
2890,56,1,0
2891,57,2,1
2892,57,1,1
2893,57,2,0
2894,57,0,0
2895,59,2,2
2896,59,1,1
2897,60,0,0
2898,60,3,1
2899,60,0,0
2900,61,3,1
2901,65,2,1
2902,65,4,0
2903,65,1,7
2904,65,2,0
2905,65,1,5
2906,65,3,1
2907,65,2,1
2908,65,1,2
2909,66,0,1
2910,66,2,1
2911,66,1,0
2912,67,4,1
2913,67,0,1
2914,67,0,4
2915,67,3,0
2916,67,2,3
2917,67,2,0
2918,67,1,0
2919,67,2,0
2920,68,2,2
2921,68,1,2
2922,68,1,0
2923,68,2,1
2924,71,1,6
2925,71,0,0
2926,71,1,1
2927,71,5,1
2928,71,1,2
2929,74,3,1
2930,74,2,1
2931,74,4,0
2932,74,0,1
2933,74,0,3
2934,75,4,0
2935,75,4,0
2936,76,2,1
2937,76,1,0
2938,76,1,0
2939,76,1,1
2940,77,13,0
2941,79,3,1
2942,79,3,0
2943,80,5,2
2944,81,1,1
2945,82,4,0
2946,82,0,0
2947,83,2,0
2948,84,4,0
2949,84,1,0
2950,85,1,0
2951,85,1,1
2952,87,0,0
2953,87,0,1
2954,87,5,0
2955,87,3,0
2956,89,2,1
2957,89,0,0
2958,90,1,2
2959,91,2,1
2960,92,2,1
2961,92,2,2
2962,93,3,0
2963,93,6,0
2964,93,0,3
2965,95,0,1
2966,96,0,2
2967,96,0,3
2968,97,0,1
2969,101,0,3
2970,101,0,4
2971,103,0,3
2972,103,3,1
2973,103,0,2
2974,104,0,0
2975,105,2,3
2976,105,2,1
2977,105,1,0
2978,105,2,0
2979,105,1,0
2980,106,1,1
2981,106,0,3
2982,106,1,0
2983,106,3,1
2984,106,2,1
2985,106,1,3
2986,106,3,1
2987,107,1,1
2988,107,1,1
2989,108,1,5
2990,108,0,0
2991,108,1,3
2992,108,2,1
2993,108,0,0
2994,108,0,3
2995,109,0,1
2996,109,1,0
2997,109,1,0
2998,109,0,1
2999,110,1,0
3000,110,1,1
3001,110,0,3
3002,110,2,1
3003,110,1,2
3004,110,2,2
3005,111,0,0
3006,111,0,0
3007,111,6,1
3008,113,1,4
3009,113,2,0
3010,113,1,0
3011,113,3,0
3012,113,2,2
3013,114,2,0
3014,114,1,0
3015,116,3,1
3016,116,2,0
3017,116,0,1
3018,116,1,4
3019,118,4,1
3020,118,2,1
3021,118,1,0
3022,118,1,3
3023,118,4,1
3024,119,1,2
3025,119,1,0
3026,119,0,3
3027,119,3,1
3028,119,2,0
3029,120,0,1
3030,120,1,0
3031,120,3,0
3032,120,1,0
3033,121,2,1
3034,121,2,1
3035,121,1,1
3036,122,0,2
3037,122,5,0
3038,122,1,3
3039,122,0,5
3040,122,2,0
3041,123,1,0
3042,124,1,1
3043,125,6,1
3044,125,3,1
3045,125,1,3
3046,126,2,0
3047,126,6,0
3048,126,0,0
3049,128,2,1
3050,128,3,3
3051,128,0,1
3052,128,0,3
3053,128,3,2
3054,129,1,2
3055,130,1,2
3056,131,2,1
3057,131,1,4
3058,131,0,0
3059,131,0,3
3060,131,1,2
3061,131,2,0
3062,131,1,4
3063,131,0,1
3064,132,0,2
3065,132,4,1
3066,132,2,1
3067,132,1,0
3068,136,7,1
3069,136,0,2
3070,136,1,2
3071,137,2,1
3072,139,3,0
3073,139,3,2
3074,139,0,0
3075,139,2,1
3076,140,1,0
3077,140,1,2
3078,140,2,6
3079,141,1,8
3080,141,2,3
3081,141,2,0
3082,141,1,1
3083,141,0,3
3084,143,2,0
3085,143,2,1
3086,143,0,2
3087,144,1,1
3088,146,6,0
3089,146,1,1
3090,146,2,1
3091,149,1,0
3092,149,2,2
3093,149,3,0
3094,149,2,0
3095,149,4,0
3096,150,4,0
3097,150,6,0
3098,150,1,1
3099,150,0,1
3100,151,1,0
3101,151,2,1
3102,151,2,1
3103,152,2,2
3104,152,3,1
3105,154,2,2
3106,154,3,0
3107,154,1,1
3108,154,2,0
3109,155,3,1
3110,155,3,2
3111,155,3,0
3112,155,1,3
3113,156,1,2
3114,156,1,1
3115,156,1,1
3116,156,6,1
3117,156,1,3
3118,156,0,0
3119,156,2,1
3120,156,11,3
3121,157,0,4
3122,157,1,0
3123,157,1,1
3124,157,2,0
3125,157,0,4
3126,157,2,0
3127,157,0,0
3128,157,6,1
3129,158,1,0
3130,159,3,0
3131,159,2,1
3132,159,1,0
3133,159,3,1
3134,160,1,1
3135,160,1,0
3136,160,1,0
3137,160,1,1
3138,160,1,0
3139,161,2,1
3140,162,2,0
3141,162,8,0
3142,162,3,0
3143,162,1,0
3144,162,1,2
3145,162,5,0
3146,162,1,0
3147,164,1,0
3148,164,3,1
3149,164,0,2
3150,164,5,0
3151,164,1,2
3152,165,4,0
3153,165,1,0
3154,165,0,1
3155,165,0,5
3156,165,1,11
3157,166,2,0
3158,168,0,3
3159,168,1,1
3160,169,3,1
3161,170,1,1
3162,170,2,0
3163,170,8,0
3164,170,2,0
3165,170,0,0
3166,172,0,0
3167,172,2,0
3168,172,2,1
3169,172,0,2
3170,174,1,2
3171,174,0,4
3172,174,3,0
3173,174,0,3
3174,174,1,2
3175,174,0,1
3176,174,0,3
3177,175,0,0
3178,175,1,5
3179,175,3,1
3180,175,2,1
3181,175,1,2
3182,176,0,0
3183,180,2,2
3184,180,5,1
3185,180,0,3
3186,180,1,3
3187,181,4,0
3188,181,1,1
3189,182,2,0
3190,182,2,2
3191,182,0,1
3192,182,7,1
3193,182,0,1
3194,183,3,1
3195,183,2,0
3196,183,0,1
3197,183,2,0
3198,184,1,1
3199,184,0,1
3200,184,5,0
3201,184,0,1
3202,186,3,0
3203,186,1,3
3204,186,0,2
