id_match,id_team,Number_of_goals_scored,Number_of_goals_conceded
1646,159,0,0
1647,194,0,4
1648,195,3,1
1649,211,0,0
1650,41,1,4
1651,217,0,1
1652,122,0,3
1653,135,1,1
1654,92,0,2
1655,192,0,1
1656,148,3,3
1657,163,2,0
1658,206,0,1
1659,68,2,3
1660,163,1,4
1661,206,1,0
1662,119,1,1
1663,225,0,1
1664,31,0,1
1665,76,0,4
1666,119,2,2
1667,54,0,2
1668,127,1,0
1669,159,1,2
1670,48,0,2
1671,116,0,2
1672,2,0,6
1673,158,2,1
1674,36,2,0
1675,91,2,2
1676,205,2,1
1677,36,1,1
1678,86,0,4
1679,36,1,0
1680,47,2,0
1681,67,0,1
1682,192,0,3
1683,30,0,3
1684,42,0,1
1685,105,2,2
1686,120,3,3
1687,52,0,1
1688,140,0,13
1689,174,0,5
1690,189,2,1
1691,18,2,2
1692,97,0,2
1693,201,0,1
1694,18,2,0
1695,96,0,1
1696,186,4,2
1697,201,0,1
1698,106,0,1
1699,113,0,0
1700,113,1,2
1701,161,2,1
1702,196,1,1
1703,214,1,0
1704,57,1,3
1705,149,0,2
1706,195,0,0
1707,13,0,1
1708,142,0,6
1709,198,1,2
1710,93,0,3
1711,146,1,0
1712,180,1,0
1713,186,1,2
1714,99,0,0
1715,161,0,1
1716,145,2,1
1717,147,4,2
1718,196,1,0
1719,82,5,0
1720,135,1,3
1721,191,1,1
1722,31,0,2
1723,225,1,2
1724,30,1,5
1725,42,0,2
1726,93,0,4
1727,66,0,3
1728,135,0,1
1729,139,0,3
1730,186,1,2
1731,54,2,2
1732,159,0,0
1733,194,1,0
1734,66,2,0
1735,116,0,0
1736,123,0,0
1737,124,0,2
1738,186,0,0
1739,14,3,0
1740,21,3,0
1741,52,1,0
1742,13,2,3
1743,102,2,1
1744,198,0,1
1745,108,1,0
1746,205,2,2
1747,105,0,0
1748,180,1,5
1749,109,1,1
1750,196,0,5
1751,68,0,1
1752,206,2,1
1753,96,0,2
1754,97,0,1
1755,47,4,0
1756,215,0,1
1757,3,1,3
1758,88,2,0
1759,145,0,4
1760,148,2,1
1761,163,2,1
1762,99,0,3
1763,173,0,1
1764,47,1,0
1765,204,0,4
1766,41,0,0
1767,65,0,1
1768,10,0,5
1769,43,0,5
1770,156,3,3
1771,174,0,2
1772,189,0,1
1773,76,0,1
1774,77,0,2
1775,119,3,2
1776,3,2,3
1777,35,0,0
1778,41,0,0
1779,10,1,2
1780,43,3,3
1781,103,1,1
1782,76,1,0
1783,28,1,0
1784,158,0,0
1785,94,0,6
1786,148,1,1
1787,130,2,1
1788,68,0,1
1789,99,0,1
1790,57,1,0
1791,211,1,1
1792,10,1,1
1793,3,0,1
1794,135,0,0
1795,36,0,2
1796,155,1,1
1797,189,2,1
1798,159,0,1
1799,217,1,6
1800,21,2,1
1801,76,3,0
1802,36,0,2
1803,31,0,2
1804,158,0,3
1805,130,1,0
1806,21,2,2
1807,135,3,1
1808,189,3,0
1809,28,3,0
1810,217,0,0
1811,31,0,2
1812,21,4,3
1813,217,0,1
1814,158,0,4
1815,76,2,0
1816,189,5,1
1817,155,0,3
1818,76,1,1
1819,68,1,2
1820,21,1,1
1821,21,0,2
1822,21,2,4
1823,81,1,1
1824,186,2,1
1825,81,0,1
1826,81,0,1
1827,130,1,3
1828,174,0,1
1829,81,0,4
1830,31,1,2
1831,103,1,0
1832,81,4,0
1833,194,5,0
1834,191,0,4
1835,61,3,2
1836,74,1,0
1837,206,0,4
1838,195,2,1
1839,163,0,3
1840,116,1,2
1841,86,2,3
1842,153,0,1
1843,86,1,1
1844,76,1,0
1845,149,3,0
1846,21,2,2
1847,31,1,3
1848,9,1,2
1849,67,3,1
1850,61,3,0
1851,194,0,3
1852,13,0,1
1853,81,1,0
1854,149,0,3
1855,95,0,0
1856,140,1,3
1857,115,0,1
1858,57,0,4
1859,36,1,0
1860,50,0,1
1861,205,1,1
1862,204,0,4
1863,204,8,0
1864,148,2,1
1865,211,0,4
1866,160,0,1
1867,215,1,2
1868,82,0,0
1869,32,0,3
1870,54,1,1
1871,195,1,1
1872,212,1,0
1873,94,2,3
1874,222,0,3
1875,198,0,2
1876,100,0,0
1877,127,0,1
1878,174,2,2
1879,47,0,3
1880,2,1,1
1881,119,0,2
1882,104,0,0
1883,83,0,7
1884,225,0,4
1885,100,3,3
1886,148,1,1
1887,6,2,1
1888,142,1,2
1889,90,0,1
1890,92,0,2
1891,88,0,1
1892,77,0,2
1893,95,2,0
1894,14,3,0
1895,123,1,1
1896,104,1,1
1897,75,1,1
1898,52,4,0
1899,76,5,1
1900,18,2,3
1901,42,1,3
1902,98,0,2
1903,67,1,2
1904,35,1,1
1905,56,1,1
1906,135,3,2
1907,68,2,1
1908,158,0,2
1909,48,1,2
1910,66,0,1
1911,227,1,1
1912,35,1,1
1913,78,1,2
1914,145,0,2
1915,102,1,2
1916,142,2,6
1917,77,2,2
1918,95,2,4
1919,211,0,2
1920,42,0,8
1921,98,2,1
1922,201,0,6
1923,54,3,1
1924,119,1,2
1925,159,0,1
1926,156,0,2
1927,217,0,0
1928,41,2,2
1929,220,1,1
1930,57,1,1
1931,83,5,1
1932,6,0,1
1933,78,1,2
1934,145,2,4
1935,205,0,0
1936,28,1,1
1937,220,2,0
1938,18,0,1
1939,98,0,0
1940,173,2,1
1941,186,0,3
1942,201,0,0
1943,214,1,1
1944,65,0,5
1945,102,2,2
1946,155,0,6
1947,67,1,0
1948,86,1,1
1949,204,1,1
1950,215,0,1
1951,3,4,0
1952,116,2,0
1953,227,0,1
1954,174,0,6
1955,225,0,2
1956,119,1,2
1957,159,0,2
1958,195,1,3
1959,83,0,2
1960,163,0,0
1961,43,0,2
1962,155,4,1
1963,3,1,1
1964,108,0,4
1965,115,0,1
1966,123,2,0
1967,47,1,0
1968,204,1,0
1969,215,1,3
1970,2,0,0
1971,158,1,2
1972,140,2,1
1973,222,0,2
1974,52,0,2
1975,174,1,0
1976,225,1,0
1977,14,2,1
1978,206,1,1
1979,211,1,2
1980,6,1,1
1981,35,0,2
1982,145,1,2
1983,75,0,8
1984,222,0,0
1985,31,4,1
1986,163,0,1
1987,47,0,2
1988,204,0,6
1989,215,0,6
1990,97,1,2
1991,105,1,3
1992,146,2,1
1993,100,4,1
1994,127,0,0
1995,189,0,3
1996,14,2,1
1997,77,0,3
1998,206,0,6
1999,93,0,0
2000,105,0,3
2001,146,0,1
2002,18,0,5
2003,42,2,1
2004,201,3,2
2005,106,0,1
2006,150,3,0
2007,161,0,5
2008,94,0,0
2009,127,0,2
2010,148,0,1
2011,189,0,4
2012,13,3,1
2013,43,1,0
2014,142,0,2
2015,93,0,0
2016,97,0,5
2017,146,0,1
2018,99,0,0
2019,150,3,1
2020,161,2,1
2021,66,0,2
2022,115,0,3
2023,123,0,2
2024,151,0,0
2025,214,2,0
2026,66,1,1
2027,108,1,2
2028,123,1,7
2029,3,0,0
2030,21,1,3
2031,159,1,5
2032,66,1,3
2033,108,0,1
2034,115,0,0
2035,139,0,2
2036,139,3,1
2037,180,1,0
2038,186,1,0
2039,100,0,2
2040,148,5,1
2041,189,0,3
2042,56,0,3
2043,205,2,0
2044,226,0,3
2045,75,1,0
2046,81,0,1
2047,13,0,0
2048,102,1,4
2049,6,0,0
2050,35,2,1
2051,78,2,3
2052,42,0,3
2053,93,0,2
2054,97,0,7
2055,105,0,8
2056,161,0,0
2057,173,0,2
2058,196,1,0
2059,94,0,3
2060,189,0,0
2061,52,0,2
2062,76,1,0
2063,225,3,1
2064,99,1,1
2065,106,0,2
2066,161,0,1
2067,109,0,2
2068,214,0,4
2069,43,4,1
2070,65,0,1
2071,25,0,2
2072,217,0,1
2073,68,0,4
2074,194,1,2
2075,21,0,1
2076,54,0,0
2077,195,3,0
2078,42,1,1
2079,99,0,2
2080,106,2,2
2081,150,0,0
2082,173,1,1
2083,31,2,2
2084,57,0,1
2085,146,0,0
2086,147,0,1
2087,186,0,3
2088,196,8,0
2089,214,5,0
2090,52,5,0
2091,76,0,3
2092,149,0,0
2093,124,1,0
2094,139,3,0
2095,139,2,1
2096,186,4,1
2097,124,0,2
2098,139,0,2
2099,139,0,0
2100,146,3,1
2101,161,1,0
2102,180,0,1
2103,94,1,2
2104,127,3,2
2105,2,2,2
2106,68,1,0
2107,158,1,1
2108,21,0,3
2109,54,0,0
2110,119,2,1
2111,159,0,1
2112,147,1,0
2113,173,1,4
2114,77,3,2
2115,95,0,1
2116,206,1,2
2117,47,0,0
2118,215,1,0
2119,86,2,0
2120,35,1,0
2121,14,0,1
2122,163,2,0
2123,43,2,0
2124,194,1,2
2125,174,0,1
2126,66,1,1
2127,211,0,2
2128,189,0,0
2129,163,1,2
2130,43,0,1
2131,54,1,0
2132,47,0,1
2133,140,0,0
2134,174,2,1
2135,217,1,3
2136,163,1,1
2137,211,4,0
2138,54,0,2
2139,214,1,4
2140,174,0,1
2141,47,2,1
2142,189,2,1
2143,66,0,1
2144,43,1,2
2145,47,1,4
2146,10,1,0
2147,217,0,2
2148,21,0,1
2149,225,2,1
2150,10,0,0
2151,35,2,3
2152,10,1,1
2153,68,1,2
2154,215,2,1
2155,189,0,0
2156,217,1,0
2157,54,1,5
2158,112,2,3
2159,118,0,1
2160,33,3,1
2161,24,0,2
2162,61,2,3
2163,183,1,1
2164,197,1,0
2165,102,1,1
2166,204,3,0
2167,52,0,0
2168,163,1,1
2169,222,1,3
2170,135,1,0
2171,9,0,5
2172,36,0,0
2173,67,0,0
2174,91,0,1
2175,104,4,0
2176,144,0,1
2177,76,0,2
2178,82,0,0
2179,193,1,1
2180,24,0,1
2181,67,1,1
2182,104,0,3
2183,145,4,0
2184,92,1,1
2185,130,0,1
2186,153,1,1
2187,169,0,1
2188,27,0,0
2189,163,0,0
2190,222,0,2
2191,21,0,3
2192,73,2,0
2193,115,0,0
2194,100,4,1
2195,160,1,3
2196,9,2,2
2197,6,0,1
2198,24,1,4
2199,36,0,0
2200,104,0,3
2201,143,2,1
2202,149,2,0
2203,206,0,1
2204,195,0,1
2205,23,2,1
2206,205,0,3
2207,21,1,1
2208,52,0,2
2209,142,0,2
2210,219,0,4
2211,31,2,1
2212,194,4,0
2213,14,0,1
2214,75,0,0
2215,136,0,5
2216,175,1,3
2217,3,1,1
2218,94,1,5
2219,95,0,1
2220,92,2,2
2221,108,0,4
2222,192,2,3
2223,24,2,0
2224,47,2,1
2225,86,0,0
2226,130,0,1
2227,169,0,3
2228,95,2,1
2229,83,0,2
2230,2,2,2
2231,112,1,1
2232,31,1,4
2233,194,0,3
2234,195,1,2
2235,24,2,0
2236,36,2,1
2237,67,1,3
2238,160,1,2
2239,204,1,1
2240,57,0,3
2241,118,1,2
2242,189,1,2
2243,35,0,2
2244,57,0,6
2245,112,2,0
2246,94,0,4
2247,138,1,1
2248,226,1,2
2249,71,0,1
2250,103,0,2
2251,47,1,1
2252,92,0,5
2253,169,0,2
2254,72,0,2
2255,175,1,2
2256,226,1,0
2257,158,0,2
2258,74,2,1
2259,219,0,2
2260,67,0,1
2261,48,1,2
2262,185,0,1
2263,2,1,2
2264,57,0,1
2265,118,0,1
2266,189,3,2
2267,140,2,1
2268,171,0,4
2269,47,1,2
2270,206,0,3
2271,60,1,7
2272,104,0,3
2273,54,0,0
2274,73,1,3
2275,222,0,1
2276,95,0,2
2277,119,0,2
2278,169,0,1
2279,47,4,2
2280,92,0,0
2281,130,1,0
2282,168,0,5
2283,192,0,3
2284,149,1,6
2285,103,1,2
2286,159,1,0
2287,13,0,1
2288,197,0,2
2289,45,0,3
2290,2,0,0
2291,100,1,1
2292,112,1,2
2293,90,2,0
2294,169,0,1
2295,56,3,1
2296,31,1,2
2297,127,0,1
2298,174,0,0
2299,13,0,1
2300,183,1,0
2301,122,0,0
2302,138,1,1
2303,66,0,0
2304,19,2,1
2305,104,0,0
2306,23,1,1
2307,135,2,2
2308,140,0,0
2309,171,3,0
2310,74,1,2
2311,142,2,3
2312,73,0,0
2313,200,0,1
2314,66,2,3
2315,202,0,3
2316,201,0,1
2317,98,1,2
2318,186,0,2
2319,190,1,1
2320,214,1,1
2321,224,1,5
2322,88,1,4
2323,120,0,0
2324,124,1,1
2325,100,0,1
2326,148,3,1
2327,17,1,0
2328,93,5,1
2329,57,0,4
2330,100,1,3
2331,148,2,2
2332,189,0,2
2333,48,0,3
2334,82,0,2
2335,145,0,1
2336,66,1,1
2337,227,0,0
2338,13,0,1
2339,43,0,0
2340,155,0,1
2341,156,0,5
2342,10,0,0
2343,36,0,5
2344,142,1,2
2345,31,1,0
2346,75,0,2
2347,76,1,1
2348,194,0,0
2349,93,0,1
2350,96,1,1
2351,113,0,2
2352,186,2,3
2353,105,0,1
2354,190,0,0
2355,201,0,1
2356,214,2,0
2357,54,5,0
2358,73,3,0
2359,72,1,1
2360,205,0,1
2361,28,0,0
2362,65,0,2
2363,217,0,3
2364,220,0,1
2365,48,3,0
2366,25,2,0
2367,65,2,0
2368,217,2,0
2369,220,0,0
2370,14,1,1
2371,75,0,1
2372,102,1,1
2373,194,0,3
2374,3,0,2
2375,56,0,1
2376,88,2,2
2377,227,0,2
2378,13,0,1
2379,67,1,0
2380,92,1,4
2381,130,1,2
2382,99,0,2
2383,106,0,2
2384,151,1,0
2385,224,1,0
2386,10,2,1
2387,155,2,0
2388,156,1,3
2389,185,1,1
2390,3,0,1
2391,144,2,4
2392,145,2,1
2393,21,2,1
2394,54,1,1
2395,73,2,0
2396,52,0,0
2397,163,1,0
2398,222,4,1
2399,35,0,0
2400,2,1,2
2401,112,1,2
2402,118,2,1
2403,148,2,0
2404,189,0,0
2405,25,2,0
2406,28,1,1
2407,217,0,0
2408,220,1,3
2409,202,1,2
2410,227,0,1
2411,36,0,3
2412,92,1,1
2413,130,0,1
2414,140,1,3
2415,158,0,2
2416,171,0,1
2417,103,2,0
2418,127,4,5
2419,159,0,0
2420,174,1,2
2421,135,0,2
2422,54,1,1
2423,163,2,2
2424,222,0,3
2425,14,0,7
2426,76,3,0
2427,102,0,3
2428,31,0,9
2429,102,0,4
2430,194,0,1
2431,33,0,0
2432,119,0,3
2433,164,0,3
2434,35,1,1
2435,227,0,2
2436,36,0,4
2437,67,0,4
2438,130,1,3
2439,17,0,0
2440,96,1,2
2441,113,2,2
2442,186,1,0
2443,83,1,2
2444,119,2,1
2445,164,0,2
2446,94,0,0
2447,119,0,1
2448,164,3,0
2449,17,3,0
2450,93,1,1
2451,113,0,2
2452,186,1,2
2453,146,1,0
2454,161,1,0
2455,180,1,2
2456,221,0,1
2457,99,0,1
2458,146,0,3
2459,150,1,0
2460,186,0,1
2461,196,0,0
2462,198,1,2
2463,42,1,1
2464,105,0,1
2465,106,0,0
2466,151,0,5
2467,173,1,1
2468,186,1,1
2469,224,0,2
2470,57,0,2
2471,118,4,0
2472,148,3,1
2473,189,0,0
2474,14,2,1
2475,75,0,1
2476,76,1,3
2477,71,0,0
2478,127,1,3
2479,159,0,1
2480,174,1,2
2481,18,0,0
2482,45,1,1
2483,48,0,1
2484,97,1,3
2485,99,3,0
2486,105,0,3
2487,161,1,6
2488,173,0,2
2489,180,2,5
2490,221,2,1
2491,100,0,1
2492,112,0,1
2493,68,0,2
2494,158,1,0
2495,206,1,2
2496,98,0,0
2497,196,0,1
2498,198,0,1
2499,42,1,1
2500,99,1,0
2501,106,0,2
2502,224,0,1
2503,10,0,5
2504,43,2,4
2505,156,3,2
2506,10,0,1
2507,43,1,0
2508,155,3,2
2509,68,0,2
2510,140,1,5
2511,149,0,5
2512,171,4,1
2513,71,1,0
2514,103,2,1
2515,127,0,4
2516,174,0,0
2517,195,2,1
2518,97,1,1
2519,146,0,1
2520,180,1,4
2521,221,1,1
2522,21,1,2
2523,52,1,5
2524,83,1,1
2525,94,0,4
2526,68,6,0
2527,140,1,3
2528,158,0,0
2529,206,3,0
2530,98,2,0
2531,105,0,0
2532,109,0,3
2533,120,3,0
2534,124,1,0
2535,71,0,2
2536,127,1,2
2537,195,1,3
2538,78,2,3
2539,135,0,2
2540,136,0,0
2541,226,0,1
2542,97,0,0
2543,146,0,4
2544,161,2,1
2545,221,1,2
2546,145,1,2
2547,17,0,2
2548,93,1,1
2549,96,0,4
2550,113,2,1
2551,146,1,0
2552,173,0,2
2553,57,0,4
2554,118,2,0
2555,148,3,1
2556,18,2,2
2557,105,0,6
2558,201,2,3
2559,214,1,1
2560,35,2,0
2561,14,1,2
2562,75,1,1
2563,76,0,0
2564,102,2,1
2565,71,0,0
2566,103,0,0
2567,159,0,0
2568,98,1,1
2569,150,3,0
2570,198,0,3
2571,98,0,2
2572,150,0,0
2573,196,2,1
2574,226,0,4
2575,18,0,2
2576,105,0,11
2577,190,0,5
2578,214,1,0
2579,6,4,0
2580,227,2,2
2581,72,0,3
2582,68,0,8
2583,149,5,0
2584,158,0,0
2585,18,0,4
2586,105,0,3
2587,190,1,0
2588,201,2,2
2589,25,0,0
2590,28,1,2
2591,65,0,10
2592,220,0,1
2593,25,0,1
2594,28,1,1
2595,65,1,0
2596,217,1,1
2597,97,0,7
2598,146,1,5
2599,161,0,1
2600,180,0,2
2601,21,0,1
2602,52,1,0
2603,54,4,0
2604,163,4,0
2605,42,1,3
2606,99,1,2
2607,106,2,0
2608,151,0,0
2609,122,2,1
2610,135,1,1
2611,138,0,1
2612,175,0,3
2613,6,0,0
2614,35,0,5
2615,88,1,1
2616,42,0,1
2617,2,0,1
2618,151,1,2
2619,173,0,0
2620,99,1,1
2621,25,0,1
2622,135,0,1
2623,163,3,1
2624,130,0,1
2625,164,0,2
2626,194,2,2
2627,173,1,2
2628,83,0,4
2629,189,1,1
2630,31,0,3
2631,195,4,1
2632,149,0,1
2633,35,0,3
2634,164,1,3
2635,145,1,2
2636,140,0,1
2637,135,1,2
2638,83,0,4
2639,43,2,0
2640,189,3,1
2641,194,1,1
2642,130,1,1
2643,35,1,6
2644,173,1,0
2645,140,2,1
2646,145,2,0
2647,31,2,0
2648,21,2,3
2649,195,0,3
2650,10,2,3
2651,194,3,1
2652,31,1,1
2653,103,2,1
2654,189,1,2
2655,28,3,2
2656,81,1,2
2657,194,2,2
2658,103,2,1
2659,28,1,0
2660,31,0,4
2661,103,0,0
2662,215,0,0
2663,186,0,1
2664,149,0,2
2665,100,0,3
2666,100,1,3
2667,100,3,0
2668,25,2,4
2669,186,0,0
2670,43,0,2
2671,163,4,1
2672,195,0,3
2673,11,2,1
2674,159,1,5
2675,108,1,1
2676,212,3,1
2677,227,1,4
2678,59,3,0
2679,25,4,1
2680,41,0,6
2681,155,2,4
2682,81,0,2
2683,159,1,2
2684,60,0,1
2685,112,1,0
2686,174,2,1
2687,94,2,1
2688,195,5,1
2689,59,1,2
2690,104,1,1
2691,71,1,1
2692,112,0,0
2693,140,1,1
2694,206,0,1
2695,153,5,0
2696,43,0,0
2697,155,1,2
2698,156,1,1
2699,220,1,2
2700,49,0,3
2701,128,1,3
2702,179,0,3
2703,50,1,0
2704,67,1,1
2705,153,0,3
2706,50,1,2
2707,65,0,0
2708,217,0,0
2709,41,4,1
2710,155,0,3
2711,217,4,1
2712,48,7,0
2713,226,0,0
2714,86,0,3
2715,204,0,1
2716,215,5,0
2717,45,2,1
2718,83,0,2
2719,36,0,1
2720,38,1,3
2721,67,0,7
2722,91,0,0
2723,153,0,6
2724,31,0,2
2725,102,0,2
2726,127,0,4
2727,189,1,4
2728,129,0,1
2729,83,0,2
2730,9,2,2
2731,19,1,1
2732,12,0,0
2733,61,1,3
2734,204,0,0
2735,60,1,3
2736,10,1,2
2737,43,0,2
2738,156,1,3
2739,220,2,1
2740,138,1,2
2741,36,1,4
2742,50,0,3
2743,153,0,1
2744,158,1,2
2745,20,0,0
2746,181,0,4
2747,189,1,0
2748,225,3,0
2749,195,1,1
2750,82,1,3
2751,193,0,3
2752,115,2,5
2753,68,1,1
2754,148,0,4
2755,200,0,2
2756,26,0,4
2757,181,0,1
2758,87,0,1
2759,91,1,1
2760,47,0,0
2761,143,1,0
2762,204,0,5
2763,215,0,3
2764,89,1,2
2765,108,0,0
2766,88,2,1
2767,84,1,2
2768,50,1,2
2769,84,2,2
2770,104,0,3
2771,130,0,6
2772,169,3,0
2773,75,1,0
2774,121,2,0
2775,163,3,0
2776,157,1,0
2777,95,3,0
2778,121,4,0
2779,31,3,0
2780,119,1,3
2781,164,2,0
2782,80,0,0
2783,19,3,2
2784,92,1,2
2785,130,0,1
2786,169,0,2
2787,192,0,1
2788,3,1,0
2789,174,0,3
2790,194,2,2
2791,79,0,2
2792,205,4,1
2793,100,1,2
2794,121,3,1
2795,95,2,1
2796,117,3,0
2797,31,1,0
2798,164,0,1
2799,117,3,1
2800,163,0,2
2801,227,0,1
2802,185,1,1
2803,189,3,0
2804,32,2,1
2805,56,2,1
2806,92,3,0
2807,104,2,1
2808,169,4,1
2809,68,2,0
2810,103,1,2
2811,179,2,1
2812,138,1,2
2813,136,0,0
2814,222,3,0
2815,86,1,1
2816,32,0,6
2817,2,0,1
2818,11,2,2
2819,213,0,4
2820,15,0,4
2821,94,1,1
2822,22,2,2
2823,36,0,3
2824,50,1,1
2825,67,0,2
2826,183,0,3
2827,219,3,1
2828,41,1,1
2829,65,3,1
2830,10,4,0
2831,43,0,2
2832,220,1,6
2833,190,0,1
2834,131,1,3
2835,81,0,1
2836,213,0,1
2837,169,1,2
2838,96,0,8
2839,157,2,1
2840,190,0,1
2841,118,0,5
2842,52,0,1
2843,205,0,2
2844,168,3,0
2845,169,1,1
2846,167,1,3
2847,92,1,1
2848,104,0,2
2849,130,0,8
2850,160,0,2
2851,167,0,0
2852,21,0,0
2853,222,2,0
2854,194,2,1
2855,202,0,0
2856,33,2,2
2857,73,2,2
2858,127,1,0
2859,26,1,3
2860,57,1,0
2861,219,1,0
2862,56,3,1
2863,123,2,0
2864,181,1,1
2865,225,4,0
2866,96,10,1
2867,226,5,0
2868,104,6,0
2869,78,1,1
2870,14,0,9
2871,20,1,1
2872,149,1,0
2873,82,2,0
2874,35,2,0
2875,175,0,4
2876,46,1,3
2877,223,0,3
2878,47,0,5
2879,60,0,1
2880,86,0,0
2881,215,0,1
2882,165,1,1
2883,171,1,0
2884,6,1,3
2885,159,1,0
2886,47,0,2
2887,86,0,0
2888,204,0,6
2889,25,1,2
2890,155,1,4
2891,156,0,2
2892,10,1,4
2893,41,0,4
2894,43,2,3
2895,217,3,0
2896,140,2,2
2897,171,2,1
2898,206,1,2
2899,46,0,3
2900,53,1,1
2901,73,0,2
2902,127,0,2
2903,191,1,3
2904,122,1,0
2905,103,2,3
2906,131,0,0
2907,158,1,0
2908,2,1,2
2909,159,0,0
2910,213,2,2
2911,78,1,2
2912,135,1,0
2913,179,1,1
2914,81,0,0
2915,148,1,2
2916,213,5,0
2917,35,8,0
2918,202,5,0
2919,43,3,0
2920,65,3,1
2921,156,1,1
2922,217,1,2
2923,220,1,0
2924,2,1,0
2925,148,2,2
2926,213,1,1
2927,98,3,1
2928,142,3,0
2929,183,0,1
2930,197,0,3
2931,20,3,1
2932,71,0,4
2933,194,0,5
2934,75,0,1
2935,149,1,3
2936,106,2,1
2937,214,1,4
2938,124,0,4
2939,173,1,2
2940,198,1,2
2941,14,1,1
2942,174,0,3
2943,194,7,1
2944,100,7,0
2945,171,3,0
2946,222,0,0
2947,10,3,4
2948,41,0,0
2949,65,0,2
2950,217,0,8
2951,57,0,3
2952,83,1,3
2953,181,0,3
2954,52,1,1
2955,102,0,1
2956,119,3,1
2957,164,1,6
2958,88,0,0
2959,108,1,2
2960,145,3,1
2961,97,0,1
2962,218,0,1
2963,224,0,0
2964,6,0,3
2965,202,1,4
2966,227,0,7
2967,47,0,2
2968,67,0,3
2969,104,1,1
2970,130,0,1
2971,215,0,5
2972,10,1,3
2973,25,1,0
2974,43,6,0
2975,155,3,0
2976,156,4,0
2977,220,0,0
2978,98,0,1
2979,109,2,3
2980,161,1,1
2981,173,0,5
2982,199,0,4
2983,207,0,1
2984,221,1,1
2985,10,1,1
2986,25,1,2
2987,65,1,8
2988,156,6,0
2989,220,7,1
2990,56,2,0
2991,185,3,1
2992,36,1,4
2993,67,1,0
2994,104,0,1
2995,130,2,1
2996,215,1,0
2997,26,2,1
2998,57,0,3
2999,181,2,0
3000,213,1,2
3001,119,1,2
3002,164,0,1
3003,73,1,1
3004,181,0,3
3005,225,0,1
3006,45,2,2
3007,185,3,2
3008,226,0,1
3009,26,1,2
3010,49,1,1
3011,181,0,0
3012,25,0,4
3013,41,7,1
3014,155,5,1
3015,217,1,2
3016,115,1,0
3017,205,0,1
3018,36,1,0
3019,47,4,0
3020,104,3,2
3021,130,0,2
3022,215,0,2
3023,80,2,2
3024,103,2,1
3025,131,0,1
3026,14,6,1
3027,112,1,1
3028,174,1,5
3029,194,2,1
3030,53,1,3
3031,127,1,2
3032,142,0,4
3033,154,0,4
3034,15,1,2
3035,94,0,1
3036,149,0,1
3037,107,1,1
3038,120,3,0
3039,139,0,1
3040,150,1,3
3041,186,1,2
3042,214,3,1
3043,218,1,3
3044,17,1,1
3045,214,1,1
3046,99,5,1
3047,105,0,0
3048,151,3,1
3049,186,1,2
3050,214,0,0
3051,218,3,0
3052,32,0,1
3053,88,0,1
3054,145,1,0
3055,42,0,1
3056,98,1,1
3057,113,3,0
3058,161,1,2
3059,173,2,1
3060,180,2,2
3061,98,0,0
3062,125,0,0
3063,196,1,6
3064,14,4,1
3065,20,0,2
3066,71,0,1
3067,109,0,2
3068,180,0,1
3069,66,1,3
3070,138,1,0
3071,95,1,4
3072,118,0,1
3073,163,1,4
3074,100,0,1
3075,121,1,3
3076,163,0,2
3077,52,0,1
3078,102,0,3
3079,105,1,2
3080,139,1,2
3081,150,1,1
3082,95,2,0
3083,100,0,5
3084,118,5,0
3085,18,1,6
3086,173,1,3
3087,198,3,1
3088,98,0,2
3089,110,0,6
3090,196,0,0
3091,53,1,2
3092,73,3,3
3093,181,1,0
3094,225,2,3
3095,36,1,2
3096,47,4,1
3097,67,0,0
3098,104,0,2
3099,215,1,0
3100,80,1,4
3101,158,0,1
3102,78,1,7
3103,82,2,0
3104,66,0,3
3105,115,2,3
3106,205,1,2
3107,105,0,1
3108,120,2,1
3109,150,6,2
3110,21,8,1
3111,171,3,2
3112,206,1,1
3113,13,0,2
3114,74,1,2
3115,154,2,0
3116,88,1,1
3117,108,1,2
3118,81,0,3
3119,159,0,2
3120,75,0,6
3121,195,1,0
3122,105,0,1
3123,120,1,2
3124,139,1,2
3125,99,2,2
3126,107,1,3
3127,74,1,3
3128,142,2,3
3129,10,2,1
3130,25,1,1
3131,43,1,6
3132,156,0,0
3133,217,1,2
3134,220,3,11
3135,25,0,1
3136,41,1,1
3137,65,4,0
3138,155,0,2
3139,217,0,0
3140,68,0,3
3141,80,1,2
3142,103,0,1
3143,2,1,1
3144,11,0,1
3145,148,1,1
3146,42,0,2
3147,98,0,3
3148,109,0,1
3149,173,0,5
3150,95,0,1
3151,100,1,3
3152,117,2,0
3153,121,2,1
3154,31,0,4
3155,102,1,0
3156,103,5,0
3157,119,11,1
3158,140,0,2
3159,206,1,2
3160,18,2,1
3161,42,4,0
3162,98,0,3
3163,109,3,0
3164,124,2,1
3165,161,1,0
3166,198,3,0
3167,14,0,0
3168,20,5,1
3169,71,1,3
3170,112,1,2
3171,78,1,5
3172,82,3,0
3173,135,3,1
3174,109,0,4
3175,113,1,1
3176,53,0,2
3177,189,1,7
3178,225,1,0
3179,49,0,2
3180,83,0,2
3181,13,1,1
3182,197,1,0
3183,203,0,5
3184,45,0,3
3185,226,1,4
3186,93,0,0
3187,105,1,3
3188,107,1,1
3189,201,1,1
3190,214,1,2
3191,218,1,2
3192,53,0,1
3193,73,0,0
3194,127,1,1
3195,71,1,4
3196,112,3,0
3197,174,1,2
